"","variety","variety_ID","clone_ID","clone_num","year","bud_day","flow_day","ver_day","mat_day","notes","BB","FLOW","VER","MAT","review","DiffBudMat","DiffBudFlow","DiffFlowVer","DiffVerMat","DiffBudVer"
"2745","Chasselas","585","585Mtp19","",1957,"9/3/1957",NA,NA,"5/8/1957",NA,1957-03-09,NA,NA,1957-08-05,NA,149,NA,NA,NA,NA
"2746","Chasselas","585","585Mtp19","",1958,"21/3/58",NA,NA,"5/8/1958",NA,1958-03-21,NA,NA,1958-08-05,NA,137,NA,NA,NA,NA
"2747","Chasselas","585","585Mtp19","",1959,"17/3/59",NA,NA,"10/8/1959",NA,1959-03-17,NA,NA,1959-08-10,NA,146,NA,NA,NA,NA
"2748","Chasselas","585","585Mtp19","",1960,"8/3/1960",NA,NA,"26/7/60",NA,1960-03-08,NA,NA,1960-07-26,NA,140,NA,NA,NA,NA
"2749","Chasselas","585","585Mtp19","",1961,"6/3/1961",NA,NA,"7/8/1961",NA,1961-03-06,NA,NA,1961-08-07,NA,154,NA,NA,NA,NA
"2750","Chasselas","585","585Mtp20","",1956,NA,NA,NA,"20/8/56",NA,NA,NA,NA,1956-08-20,NA,NA,NA,NA,NA,NA
"2751","Chasselas","585","585Mtp20","",1957,"9/3/1957",NA,NA,"13/8/57",NA,1957-03-09,NA,NA,1957-08-13,NA,157,NA,NA,NA,NA
"2752","Chasselas","585","585Mtp20","",1958,"26/3/58",NA,NA,"21/8/58",NA,1958-03-26,NA,NA,1958-08-21,NA,148,NA,NA,NA,NA
"2753","Chasselas","585","585Mtp20","",1959,"17/3/59",NA,NA,"10/8/1959",NA,1959-03-17,NA,NA,1959-08-10,NA,146,NA,NA,NA,NA
"2754","Chasselas","585","585Mtp20","",1960,"7/3/1960",NA,NA,"9/8/1960",NA,1960-03-07,NA,NA,1960-08-09,NA,155,NA,NA,NA,NA
"2755","Chasselas","585","585Mtp20","",1961,"6/3/1961",NA,NA,"7/8/1961",NA,1961-03-06,NA,NA,1961-08-07,NA,154,NA,NA,NA,NA
"2756","Chasselas","585","585Mtp21","",1956,NA,NA,NA,"8/8/1956",NA,NA,NA,NA,1956-08-08,NA,NA,NA,NA,NA,NA
"2757","Chasselas","585","585Mtp21","",1957,"9/3/1957",NA,NA,"5/8/1957",NA,1957-03-09,NA,NA,1957-08-05,NA,149,NA,NA,NA,NA
"2758","Chasselas","585","585Mtp21","",1958,"28/3/58",NA,NA,"18/8/58",NA,1958-03-28,NA,NA,1958-08-18,NA,143,NA,NA,NA,NA
"2759","Chasselas","585","585Mtp21","",1959,"13/3/59",NA,NA,"3/8/1959",NA,1959-03-13,NA,NA,1959-08-03,NA,143,NA,NA,NA,NA
"2760","Chasselas","585","585Mtp21","",1960,"8/3/1960",NA,NA,"2/8/1960",NA,1960-03-08,NA,NA,1960-08-02,NA,147,NA,NA,NA,NA
"2761","Chasselas","585","585Mtp21","",1961,"6/3/1961",NA,NA,"7/8/1961",NA,1961-03-06,NA,NA,1961-08-07,NA,154,NA,NA,NA,NA
"2762","Chasselas","585","585Mtp22","",1956,NA,NA,NA,"13/8/56",NA,NA,NA,NA,1956-08-13,NA,NA,NA,NA,NA,NA
"2763","Chasselas","585","585Mtp22","",1957,"7/3/1957",NA,NA,"5/8/1957",NA,1957-03-07,NA,NA,1957-08-05,NA,151,NA,NA,NA,NA
"2764","Chasselas","585","585Mtp22","",1958,"23/3/58",NA,NA,"18/8/58",NA,1958-03-23,NA,NA,1958-08-18,NA,148,NA,NA,NA,NA
"2765","Chasselas","585","585Mtp22","",1959,"13/3/59",NA,NA,"10/8/1959",NA,1959-03-13,NA,NA,1959-08-10,NA,150,NA,NA,NA,NA
"2766","Chasselas","585","585Mtp22","",1960,"8/3/1960",NA,NA,"2/8/1960",NA,1960-03-08,NA,NA,1960-08-02,NA,147,NA,NA,NA,NA
"2767","Chasselas","585","585Mtp22","",1961,"3/3/1961",NA,NA,"7/8/1961",NA,1961-03-03,NA,NA,1961-08-07,NA,157,NA,NA,NA,NA
"2768","Chasselas","585","585Mtp22","",1976,NA,NA,"16/7/76",NA,NA,NA,NA,1976-07-16,NA,NA,NA,NA,NA,NA,NA
"2769","Chasselas","585","585Mtp22","",1977,NA,NA,"29/7/77",NA,NA,NA,NA,1977-07-29,NA,NA,NA,NA,NA,NA,NA
"2770","Chasselas","585","585Mtp22","",1978,NA,NA,"1/8/1978",NA,NA,NA,NA,1978-08-01,NA,NA,NA,NA,NA,NA,NA
"2771","Chasselas","585","585Mtp22","",1990,NA,"20/5/90","9/7/1990",NA,NA,NA,1990-05-20,1990-07-09,NA,NA,NA,NA,50,NA,NA
"2772","Chasselas","585","585Mtp22","",1991,NA,"30/5/91","26/7/91",NA,NA,NA,1991-05-30,1991-07-26,NA,NA,NA,NA,57,NA,NA
"2773","Chasselas","585","585Mtp22","",1992,"19/3/92","22/5/92","17/7/92","10/8/1992",NA,1992-03-19,1992-05-22,1992-07-17,1992-08-10,NA,144,64,56,24,120
"2774","Chasselas","585","585Mtp22","",1994,"7/3/1994","22/5/94","15/7/94","8/8/1994",NA,1994-03-07,1994-05-22,1994-07-15,1994-08-08,NA,154,76,54,24,130
"2775","Chasselas","585","585Mtp22","",1995,"20/3/95",NA,NA,"16/8/95",NA,1995-03-20,NA,NA,1995-08-16,NA,149,NA,NA,NA,NA
"2776","Chasselas","585","585Mtp23","",1956,NA,NA,NA,"13/8/56",NA,NA,NA,NA,1956-08-13,NA,NA,NA,NA,NA,NA
"2777","Chasselas","585","585Mtp23","",1957,"9/3/1957",NA,NA,"5/8/1957",NA,1957-03-09,NA,NA,1957-08-05,NA,149,NA,NA,NA,NA
"2778","Chasselas","585","585Mtp23","",1958,"22/3/58",NA,NA,"11/8/1958",NA,1958-03-22,NA,NA,1958-08-11,NA,142,NA,NA,NA,NA
"2779","Chasselas","585","585Mtp23","",1959,"13/3/59",NA,NA,"3/8/1959",NA,1959-03-13,NA,NA,1959-08-03,NA,143,NA,NA,NA,NA
"2780","Chasselas","585","585Mtp23","",1960,"8/3/1960",NA,NA,"2/8/1960",NA,1960-03-08,NA,NA,1960-08-02,NA,147,NA,NA,NA,NA
"2781","Chasselas","585","585Mtp23","",1961,"3/3/1961",NA,NA,"7/8/1961",NA,1961-03-03,NA,NA,1961-08-07,NA,157,NA,NA,NA,NA
"2782","Chasselas","585","585Mtp24","",1956,NA,NA,NA,"20/8/56",NA,NA,NA,NA,1956-08-20,NA,NA,NA,NA,NA,NA
"2783","Chasselas","585","585Mtp24","",1957,"9/3/1957",NA,NA,"5/8/1957",NA,1957-03-09,NA,NA,1957-08-05,NA,149,NA,NA,NA,NA
"2784","Chasselas","585","585Mtp24","",1958,"21/3/58",NA,NA,"11/8/1958",NA,1958-03-21,NA,NA,1958-08-11,NA,143,NA,NA,NA,NA
"2785","Chasselas","585","585Mtp24","",1959,"15/3/59",NA,NA,"10/8/1959",NA,1959-03-15,NA,NA,1959-08-10,NA,148,NA,NA,NA,NA
"2786","Chasselas","585","585Mtp24","",1960,"10/3/1960",NA,NA,"2/8/1960",NA,1960-03-10,NA,NA,1960-08-02,NA,145,NA,NA,NA,NA
"2787","Chasselas","585","585Mtp24","",1961,"2/3/1961",NA,NA,"7/8/1961",NA,1961-03-02,NA,NA,1961-08-07,NA,158,NA,NA,NA,NA
"2788","Chasselas","585","585Mtp25","",1956,"26/3/56",NA,NA,"8/8/1956",NA,1956-03-26,NA,NA,1956-08-08,NA,135,NA,NA,NA,NA
"2789","Chasselas","585","585Mtp25","",1957,"11/3/1957",NA,NA,"13/8/57",NA,1957-03-11,NA,NA,1957-08-13,NA,155,NA,NA,NA,NA
"2790","Chasselas","585","585Mtp25","",1958,"26/3/58",NA,NA,"18/8/58",NA,1958-03-26,NA,NA,1958-08-18,NA,145,NA,NA,NA,NA
"2791","Chasselas","585","585Mtp25","",1959,"20/3/59",NA,NA,"10/8/1959",NA,1959-03-20,NA,NA,1959-08-10,NA,143,NA,NA,NA,NA
"2792","Chasselas","585","585Mtp25","",1960,"14/3/60",NA,NA,"26/7/60",NA,1960-03-14,NA,NA,1960-07-26,NA,134,NA,NA,NA,NA
"2793","Chasselas","585","585Mtp26","",1956,"27/3/56",NA,NA,"8/8/1956",NA,1956-03-27,NA,NA,1956-08-08,NA,134,NA,NA,NA,NA
"2794","Chasselas","585","585Mtp26","",1957,"8/3/1957",NA,NA,"13/8/57",NA,1957-03-08,NA,NA,1957-08-13,NA,158,NA,NA,NA,NA
"2795","Chasselas","585","585Mtp26","",1958,"23/3/58",NA,NA,"18/8/58",NA,1958-03-23,NA,NA,1958-08-18,NA,148,NA,NA,NA,NA
"2796","Chasselas","585","585Mtp26","",1959,"13/3/59",NA,NA,"10/8/1959",NA,1959-03-13,NA,NA,1959-08-10,NA,150,NA,NA,NA,NA
"2797","Chasselas","585","585Mtp26","",1960,"14/3/60",NA,NA,"26/7/60",NA,1960-03-14,NA,NA,1960-07-26,NA,134,NA,NA,NA,NA
"2798","Chasselas","585","585Mtp27","",1956,"27/3/56",NA,NA,"22/8/56",NA,1956-03-27,NA,NA,1956-08-22,NA,148,NA,NA,NA,NA
"2799","Chasselas","585","585Mtp27","",1957,"12/3/1957",NA,NA,"19/8/57",NA,1957-03-12,NA,NA,1957-08-19,NA,160,NA,NA,NA,NA
"2800","Chasselas","585","585Mtp27","",1958,"24/3/58",NA,NA,"6/8/1958",NA,1958-03-24,NA,NA,1958-08-06,NA,135,NA,NA,NA,NA
"2801","Chasselas","585","585Mtp27","",1959,"20/3/59",NA,NA,"12/8/1959",NA,1959-03-20,NA,NA,1959-08-12,NA,145,NA,NA,NA,NA
"2802","Chasselas","585","585Mtp27","",1960,"10/3/1960",NA,NA,"1/8/1960",NA,1960-03-10,NA,NA,1960-08-01,NA,144,NA,NA,NA,NA
"2803","Chasselas","585","585Mtp27","",1961,"1/3/1961",NA,NA,"7/8/1961",NA,1961-03-01,NA,NA,1961-08-07,NA,159,NA,NA,NA,NA
"2804","Chasselas","585","585Mtp28","",1957,"9/3/1957",NA,NA,"12/8/1957",NA,1957-03-09,NA,NA,1957-08-12,NA,156,NA,NA,NA,NA
"2805","Chasselas","585","585Mtp28","",1958,"21/3/58",NA,NA,"5/8/1958",NA,1958-03-21,NA,NA,1958-08-05,NA,137,NA,NA,NA,NA
"2806","Chasselas","585","585Mtp28","",1959,"15/3/59",NA,NA,"10/8/1959",NA,1959-03-15,NA,NA,1959-08-10,NA,148,NA,NA,NA,NA
"2807","Chasselas","585","585Mtp28","",1960,"8/3/1960",NA,NA,"9/8/1960",NA,1960-03-08,NA,NA,1960-08-09,NA,154,NA,NA,NA,NA
"2808","Chasselas","585","585Mtp28","",1961,"3/3/1961",NA,NA,"21/8/61",NA,1961-03-03,NA,NA,1961-08-21,NA,171,NA,NA,NA,NA
"2809","Chasselas","585","585Mtp28","",1967,"8/3/1967",NA,NA,NA,NA,1967-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810","Chasselas","585","585Mtp28","",1968,"20/3/68",NA,NA,NA,NA,1968-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811","Chasselas","585","585Mtp28","",1969,"22/3/69",NA,NA,NA,NA,1969-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812","Chasselas","585","585Mtp28","",1979,"12/3/1979",NA,NA,NA,NA,1979-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813","Chasselas","585","585Mtp28","",1982,"8/3/1982",NA,NA,NA,NA,1982-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814","Chasselas","585","585Mtp28","",1987,NA,"5/6/1987","30/7/87","17/8/87",NA,NA,1987-06-05,1987-07-30,1987-08-17,NA,NA,NA,55,18,NA
"2815","Chasselas","585","585Mtp28","",1990,NA,"22/5/90","16/7/90","9/8/1990",NA,NA,1990-05-22,1990-07-16,1990-08-09,NA,NA,NA,55,24,NA
"2816","Chasselas","585","585Mtp28","",1995,NA,"26/5/95",NA,NA,NA,NA,1995-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"2817","Chasselas","585","585Mtp28","",1996,NA,"28/5/96",NA,NA,NA,NA,1996-05-28,NA,NA,NA,NA,NA,NA,NA,NA
"2818","Chasselas","585","585Mtp29","",1956,NA,NA,NA,"27/8/56",NA,NA,NA,NA,1956-08-27,NA,NA,NA,NA,NA,NA
"2819","Chasselas","585","585Mtp29","",1957,"15/3/57",NA,NA,"12/8/1957",NA,1957-03-15,NA,NA,1957-08-12,NA,150,NA,NA,NA,NA
"2820","Chasselas","585","585Mtp29","",1958,"21/3/58",NA,NA,"3/9/1958",NA,1958-03-21,NA,NA,1958-09-03,NA,166,NA,NA,NA,NA
"2821","Chasselas","585","585Mtp29","",1959,"15/3/59",NA,NA,"10/8/1959",NA,1959-03-15,NA,NA,1959-08-10,NA,148,NA,NA,NA,NA
"2822","Chasselas","585","585Mtp29","",1960,"14/3/60",NA,NA,"9/8/1960",NA,1960-03-14,NA,NA,1960-08-09,NA,148,NA,NA,NA,NA
"2823","Chasselas","585","585Mtp29","",1961,"8/3/1961",NA,NA,"21/8/61",NA,1961-03-08,NA,NA,1961-08-21,NA,166,NA,NA,NA,NA
"2824","Chasselas","585","585Mtp30","",1956,NA,NA,NA,"27/8/56",NA,NA,NA,NA,1956-08-27,NA,NA,NA,NA,NA,NA
"2825","Chasselas","585","585Mtp30","",1957,NA,NA,NA,"12/8/1957",NA,NA,NA,NA,1957-08-12,NA,NA,NA,NA,NA,NA
"2826","Chasselas","585","585Mtp30","",1958,"21/3/58",NA,NA,"27/8/58",NA,1958-03-21,NA,NA,1958-08-27,NA,159,NA,NA,NA,NA
"2827","Chasselas","585","585Mtp30","",1960,"12/3/1960",NA,NA,NA,NA,1960-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828","Chasselas","585","585Mtp30","",1961,"8/3/1961",NA,NA,"21/8/61",NA,1961-03-08,NA,NA,1961-08-21,NA,166,NA,NA,NA,NA
"2829","Chasselas","585","585Mtp33","",1958,"17/3/58",NA,NA,NA,NA,1958-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830","Chasselas","585","585Mtp33","",1959,"9/3/1959",NA,NA,"3/8/1959",NA,1959-03-09,NA,NA,1959-08-03,NA,147,NA,NA,NA,NA
"2831","Chasselas","585","585Mtp33","",1960,"11/3/1960",NA,NA,"8/8/1960",NA,1960-03-11,NA,NA,1960-08-08,NA,150,NA,NA,NA,NA
"2832","Chasselas","585","585Mtp33","",1961,"13/3/61",NA,NA,"21/8/61",NA,1961-03-13,NA,NA,1961-08-21,NA,161,NA,NA,NA,NA
"2833","Chasselas","585","585Mtp34","",1958,"24/3/58",NA,NA,NA,NA,1958-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834","Chasselas","585","585Mtp34","",1959,"16/3/59",NA,NA,"3/8/1959",NA,1959-03-16,NA,NA,1959-08-03,NA,140,NA,NA,NA,NA
"2835","Chasselas","585","585Mtp34","",1960,"11/3/1960",NA,NA,"8/8/1960",NA,1960-03-11,NA,NA,1960-08-08,NA,150,NA,NA,NA,NA
"2836","Chasselas","585","585Mtp34","",1961,"14/3/61",NA,NA,NA,NA,1961-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837","Chasselas","585","585Mtp35","",1958,"24/3/58",NA,NA,NA,NA,1958-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838","Chasselas","585","585Mtp35","",1959,"12/3/1959",NA,NA,"17/8/59",NA,1959-03-12,NA,NA,1959-08-17,NA,158,NA,NA,NA,NA
"2839","Chasselas","585","585Mtp35","",1960,"7/3/1960",NA,NA,"8/8/1960",NA,1960-03-07,NA,NA,1960-08-08,NA,154,NA,NA,NA,NA
"2840","Chasselas","585","585Mtp35","",1961,"6/3/1961",NA,NA,NA,NA,1961-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841","Chasselas","585","585Mtp36","",1958,"20/3/58",NA,NA,"13/8/58",NA,1958-03-20,NA,NA,1958-08-13,NA,146,NA,NA,NA,NA
"2842","Chasselas","585","585Mtp36","",1959,"9/3/1959",NA,NA,"28/7/59",NA,1959-03-09,NA,NA,1959-07-28,NA,141,NA,NA,NA,NA
"2843","Chasselas","585","585Mtp36","",1960,"11/3/1960",NA,NA,"8/8/1960",NA,1960-03-11,NA,NA,1960-08-08,NA,150,NA,NA,NA,NA
"2844","Chasselas","585","585Mtp36","",1961,"11/3/1961",NA,NA,"14/8/61",NA,1961-03-11,NA,NA,1961-08-14,NA,156,NA,NA,NA,NA
"2845","Chasselas","585","585Mtp37","",1958,"27/3/58",NA,NA,"19/8/58",NA,1958-03-27,NA,NA,1958-08-19,NA,145,NA,NA,NA,NA
"2846","Chasselas","585","585Mtp37","",1959,"19/3/59",NA,NA,"3/8/1959",NA,1959-03-19,NA,NA,1959-08-03,NA,137,NA,NA,NA,NA
"2847","Chasselas","585","585Mtp37","",1960,"14/3/60",NA,NA,"8/8/1960",NA,1960-03-14,NA,NA,1960-08-08,NA,147,NA,NA,NA,NA
"2848","Chasselas","585","585Mtp37","",1961,"16/3/61",NA,NA,"2/9/1961",NA,1961-03-16,NA,NA,1961-09-02,NA,170,NA,NA,NA,NA
"2849","Chasselas","585","585Mtp38","",1958,"30/3/58",NA,NA,NA,NA,1958-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850","Chasselas","585","585Mtp38","",1959,"31/3/59",NA,NA,"3/8/1959",NA,1959-03-31,NA,NA,1959-08-03,NA,125,NA,NA,NA,NA
"2851","Chasselas","585","585Mtp38","",1960,"18/3/60",NA,NA,NA,NA,1960-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852","Chasselas","585","585Mtp38","",1961,"16/3/61",NA,NA,"14/8/61",NA,1961-03-16,NA,NA,1961-08-14,NA,151,NA,NA,NA,NA
"2853","Chasselas","585","585Mtp40","",1961,"4/3/1961",NA,NA,"14/8/61",NA,1961-03-04,NA,NA,1961-08-14,NA,163,NA,NA,NA,NA
"2854","Chasselas","585","585Mtp40","",1968,"11/3/1968",NA,NA,NA,NA,1968-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855","Chasselas","585","585Mtp40","",1975,"3/3/1975",NA,NA,NA,NA,1975-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856","Chasselas","585","585Mtp40","",1979,NA,NA,NA,"6/8/1979",NA,NA,NA,NA,1979-08-06,NA,NA,NA,NA,NA,NA
"2857","Chasselas","585","585Mtp40","",1981,NA,NA,NA,"11/8/1981",NA,NA,NA,NA,1981-08-11,NA,NA,NA,NA,NA,NA
"2858","Chasselas","585","585Mtp40","",2008,"16/3/08","27/5/08","24/7/08","20/8/08",NA,2008-03-16,2008-05-27,2008-07-24,2008-08-20,NA,157,72,58,27,130
"2859","Chasselas","585","585Mtp40","",2009,"20/3/09","26/5/09","21/7/09",NA,NA,2009-03-20,2009-05-26,2009-07-21,NA,NA,NA,67,56,NA,123
"2860","Chasselas","585","585Mtp40","",2010,"31/3/10","3/6/2010","26/7/10","26/8/10",NA,2010-03-31,2010-06-03,2010-07-26,2010-08-26,NA,148,64,53,31,117
"2861","Chasselas","585","585Mtp40","",2011,"17/3/11","15/5/11","9/7/2011","17/8/11",NA,2011-03-17,2011-05-15,2011-07-09,2011-08-17,NA,153,59,55,39,114
"2862","Chasselas","585","585Mtp40","",2012,"27/3/12","31/5/12","24/7/12","16/8/12",NA,2012-03-27,2012-05-31,2012-07-24,2012-08-16,NA,142,65,54,23,119
"2863","Chasselas","585","585Mtp40","",2013,"26/3/13","7/6/2013","26/7/13",NA,NA,2013-03-26,2013-06-07,2013-07-26,NA,NA,NA,73,49,NA,122
"2864","Chasselas","585","585Mtp41","",1961,"5/3/1961",NA,NA,NA,NA,1961-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865","Chasselas","585","585Mtp41","",1974,NA,NA,NA,"8/8/1974",NA,NA,NA,NA,1974-08-08,NA,NA,NA,NA,NA,NA
"2866","Chasselas","585","585Mtp41","",1976,NA,NA,NA,"2/8/1976",NA,NA,NA,NA,1976-08-02,NA,NA,NA,NA,NA,NA
"2867","Chasselas","585","585Mtp41","",1978,"11/3/1978",NA,NA,"10/8/1978",NA,1978-03-11,NA,NA,1978-08-10,NA,152,NA,NA,NA,NA
"2868","Chasselas","585","585Mtp42","",1961,"27/2/61",NA,NA,NA,NA,1961-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869","Chasselas","585","585Mtp42","",1968,"15/3/68",NA,NA,NA,NA,1968-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","Chasselas","585","585Mtp42","",1969,"21/3/69",NA,NA,NA,NA,1969-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871","Chasselas","585","585Mtp42","",1970,"25/3/70",NA,NA,NA,NA,1970-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872","Chasselas","585","585Mtp42","",1972,NA,NA,NA,"28/8/72",NA,NA,NA,NA,1972-08-28,NA,NA,NA,NA,NA,NA
"2873","Chasselas","585","585Mtp42","",1973,NA,NA,NA,"8/8/1973",NA,NA,NA,NA,1973-08-08,NA,NA,NA,NA,NA,NA
"2874","Chasselas","585","585Mtp42","",1974,NA,NA,NA,"8/8/1974",NA,NA,NA,NA,1974-08-08,NA,NA,NA,NA,NA,NA
"2875","Chasselas","585","585Mtp42","",1977,NA,NA,"25/7/77",NA,NA,NA,NA,1977-07-25,NA,NA,NA,NA,NA,NA,NA
"2876","Chasselas","585","585Mtp42","",2010,"31/3/10","3/6/2010","19/7/10","27/8/10",NA,2010-03-31,2010-06-03,2010-07-19,2010-08-27,NA,149,64,46,39,110
"2877","Chasselas","585","585Mtp42","",2011,"20/3/11","15/5/11","9/7/2011","17/8/11",NA,2011-03-20,2011-05-15,2011-07-09,2011-08-17,NA,150,56,55,39,111
"2878","Chasselas","585","585Mtp42","",2012,"27/3/12","29/5/12","26/7/12","16/8/12",NA,2012-03-27,2012-05-29,2012-07-26,2012-08-16,NA,142,63,58,21,121
"2879","Chasselas","585","585Mtp42","",2013,"26/3/13","6/6/2013","26/7/13",NA,NA,2013-03-26,2013-06-06,2013-07-26,NA,NA,NA,72,50,NA,122
"2880","Chasselas","585","585Mtp43","",1960,NA,NA,NA,"2/8/1960",NA,NA,NA,NA,1960-08-02,NA,NA,NA,NA,NA,NA
"2881","Chasselas","585","585Mtp43","",1961,"6/3/1961",NA,NA,"14/8/61",NA,1961-03-06,NA,NA,1961-08-14,NA,161,NA,NA,NA,NA
"2882","Chasselas","585","585Mtp44","",1961,"5/3/1961",NA,NA,NA,NA,1961-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","Chasselas","585","585Mtp44","",1974,NA,NA,NA,"8/8/1974",NA,NA,NA,NA,1974-08-08,NA,NA,NA,NA,NA,NA
"2884","Chasselas","585","585Mtp44","",1975,NA,NA,NA,"13/8/75",NA,NA,NA,NA,1975-08-13,NA,NA,NA,NA,NA,NA
"2885","Chasselas","585","585Mtp44","",1976,NA,NA,NA,"10/8/1976",NA,NA,NA,NA,1976-08-10,NA,NA,NA,NA,NA,NA
"2886","Chasselas","585","585Mtp44","",1977,NA,NA,"18/7/77",NA,NA,NA,NA,1977-07-18,NA,NA,NA,NA,NA,NA,NA
"2887","Chasselas","585","585Mtp44","",1979,"17/3/79",NA,NA,NA,NA,1979-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888","Chasselas","585","585Mtp44","",1999,"14/3/99",NA,NA,NA,NA,1999-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","Chasselas","585","585Mtp44","",2010,"31/3/10","3/6/2010","26/7/10","27/8/10",NA,2010-03-31,2010-06-03,2010-07-26,2010-08-27,NA,149,64,53,32,117
"2890","Chasselas","585","585Mtp44","",2011,"17/3/11","16/5/11","11/7/2011","17/8/11",NA,2011-03-17,2011-05-16,2011-07-11,2011-08-17,NA,153,60,56,37,116
"2891","Chasselas","585","585Mtp44","",2012,"28/3/12","29/5/12","26/7/12","20/8/12",NA,2012-03-28,2012-05-29,2012-07-26,2012-08-20,NA,145,62,58,25,120
"2892","Chasselas","585","585Mtp44","",2013,"24/3/13","6/6/2013","26/7/13",NA,NA,2013-03-24,2013-06-06,2013-07-26,NA,NA,NA,74,50,NA,124
"2893","Chasselas","585","585Mtp45","",1961,"11/3/1961",NA,NA,"14/8/61",NA,1961-03-11,NA,NA,1961-08-14,NA,156,NA,NA,NA,NA
"2894","Chasselas","585","585Mtp45","",1967,"8/3/1967",NA,NA,NA,NA,1967-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","Chasselas","585","585Mtp45","",1968,"20/3/68",NA,NA,"12/8/1968",NA,1968-03-20,NA,NA,1968-08-12,NA,145,NA,NA,NA,NA
"2896","Chasselas","585","585Mtp45","",1969,"21/3/69",NA,NA,"19/8/69",NA,1969-03-21,NA,NA,1969-08-19,NA,151,NA,NA,NA,NA
"2897","Chasselas","585","585Mtp45","",1977,NA,NA,"25/7/77",NA,NA,NA,NA,1977-07-25,NA,NA,NA,NA,NA,NA,NA
"2898","Chasselas","585","585Mtp45","",1989,NA,"26/5/89","17/7/89",NA,NA,NA,1989-05-26,1989-07-17,NA,NA,NA,NA,52,NA,NA
"2899","Chasselas","585","585Mtp45","",1990,NA,"20/5/90","12/7/1990",NA,NA,NA,1990-05-20,1990-07-12,NA,NA,NA,NA,53,NA,NA
"2900","Chasselas","585","585Mtp45","",1991,NA,"1/6/1991","26/7/91",NA,NA,NA,1991-06-01,1991-07-26,NA,NA,NA,NA,55,NA,NA
"2901","Chasselas","585","585Mtp45","",1992,"23/3/92","22/5/92","13/7/92","10/8/1992",NA,1992-03-23,1992-05-22,1992-07-13,1992-08-10,NA,140,60,52,28,112
"2902","Chasselas","585","585Mtp45","",1993,NA,"31/5/93","19/7/93",NA,NA,NA,1993-05-31,1993-07-19,NA,NA,NA,NA,49,NA,NA
"2903","Chasselas","585","585Mtp46","",1961,"5/3/1961",NA,NA,"14/8/61",NA,1961-03-05,NA,NA,1961-08-14,NA,162,NA,NA,NA,NA
"2904","Chasselas","585","585Mtp46","",1967,"11/3/1967",NA,NA,NA,NA,1967-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905","Chasselas","585","585Mtp46","",1968,"22/3/68",NA,NA,NA,NA,1968-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906","Chasselas","585","585Mtp46","",1969,"22/3/69",NA,NA,NA,NA,1969-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907","Chasselas","585","585Mtp46","",1973,NA,NA,NA,"14/8/73",NA,NA,NA,NA,1973-08-14,NA,NA,NA,NA,NA,NA
"2908","Chasselas","585","585Mtp46","",1974,NA,NA,NA,"8/8/1974",NA,NA,NA,NA,1974-08-08,NA,NA,NA,NA,NA,NA
"2909","Chasselas","585","585Mtp46","",1976,NA,NA,"23/7/76",NA,NA,NA,NA,1976-07-23,NA,NA,NA,NA,NA,NA,NA
"2910","Chasselas","585","585Mtp46","",1977,NA,NA,"18/7/77",NA,NA,NA,NA,1977-07-18,NA,NA,NA,NA,NA,NA,NA
"2911","Chasselas","585","585Mtp46","",1979,"17/3/79",NA,NA,NA,NA,1979-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912","Chasselas","585","585Mtp46","",1989,"13/3/89","26/5/89","24/7/89",NA,NA,1989-03-13,1989-05-26,1989-07-24,NA,NA,NA,74,59,NA,133
