"","variety","variety_ID","clone_ID","clone_num","year","bud_day","flow_day","ver_day","mat_day","notes","BB","FLOW","VER","MAT","review","DiffBudMat","DiffBudFlow","DiffFlowVer","DiffVerMat","DiffBudVer"
"4839","Sauvignon Blanc","300","300Mtp32","",1964,"5/4/1964",NA,NA,"17/8/64",NA,1964-04-05,NA,NA,1964-08-17,NA,134,NA,NA,NA,NA
"4840","Sauvignon Blanc","300","300Mtp32","",1965,"30/3/65",NA,NA,"18/8/65",NA,1965-03-30,NA,NA,1965-08-18,NA,141,NA,NA,NA,NA
"4841","Sauvignon Blanc","300","300Mtp32","",1966,"12/3/1966",NA,NA,"23/8/66",NA,1966-03-12,NA,NA,1966-08-23,NA,164,NA,NA,NA,NA
"4842","Sauvignon Blanc","300","300Mtp32","",1967,"18/3/67",NA,NA,NA,NA,1967-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4843","Sauvignon Blanc","300","300Mtp32","",1968,"31/3/68",NA,NA,NA,NA,1968-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4844","Sauvignon Blanc","300","300Mtp32","",1969,"4/4/1969",NA,NA,NA,NA,1969-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4845","Sauvignon Blanc","300","300Mtp33","",1963,"26/3/63",NA,NA,NA,NA,1963-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4846","Sauvignon Blanc","300","300Mtp33","",1964,"26/3/64",NA,NA,"11/8/1964",NA,1964-03-26,NA,NA,1964-08-11,NA,138,NA,NA,NA,NA
"4847","Sauvignon Blanc","300","300Mtp33","",1965,"24/3/65",NA,NA,"25/8/65",NA,1965-03-24,NA,NA,1965-08-25,NA,154,NA,NA,NA,NA
"4848","Sauvignon Blanc","300","300Mtp33","",1966,"21/3/66",NA,NA,"23/8/66",NA,1966-03-21,NA,NA,1966-08-23,NA,155,NA,NA,NA,NA
"4849","Sauvignon Blanc","300","300Mtp33","",1967,"22/3/67",NA,NA,NA,NA,1967-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4850","Sauvignon Blanc","300","300Mtp33","",1968,"29/3/68",NA,NA,NA,NA,1968-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4851","Sauvignon Blanc","300","300Mtp33","",1969,"4/4/1969",NA,NA,NA,NA,1969-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4852","Sauvignon Blanc","300","300Mtp34","",1964,"1/4/1964",NA,NA,"18/8/64",NA,1964-04-01,NA,NA,1964-08-18,NA,139,NA,NA,NA,NA
"4853","Sauvignon Blanc","300","300Mtp34","",1965,"3/4/1965",NA,NA,"31/8/65",NA,1965-04-03,NA,NA,1965-08-31,NA,150,NA,NA,NA,NA
"4854","Sauvignon Blanc","300","300Mtp34","",1966,"29/3/66",NA,NA,"30/8/66",NA,1966-03-29,NA,NA,1966-08-30,NA,154,NA,NA,NA,NA
"4855","Sauvignon Blanc","300","300Mtp34","",1967,"24/3/67",NA,NA,NA,NA,1967-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4856","Sauvignon Blanc","300","300Mtp34","",1968,"31/3/68",NA,NA,NA,NA,1968-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4857","Sauvignon Blanc","300","300Mtp34","",1969,"8/4/1969",NA,NA,NA,NA,1969-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4858","Sauvignon Blanc","300","300Mtp35","",1965,"27/3/65",NA,NA,"25/8/65",NA,1965-03-27,NA,NA,1965-08-25,NA,151,NA,NA,NA,NA
"4859","Sauvignon Blanc","300","300Mtp35","",1966,"12/3/1966",NA,NA,"18/8/66",NA,1966-03-12,NA,NA,1966-08-18,NA,159,NA,NA,NA,NA
"4860","Sauvignon Blanc","300","300Mtp35","",1967,"14/3/67",NA,NA,"6/9/1967",NA,1967-03-14,NA,NA,1967-09-06,NA,176,NA,NA,NA,NA
"4861","Sauvignon Blanc","300","300Mtp35","",1968,"25/3/68",NA,NA,NA,NA,1968-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862","Sauvignon Blanc","300","300Mtp35","",1969,"31/3/69",NA,NA,NA,NA,1969-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863","Sauvignon Blanc","300","300Mtp36","",1964,"26/3/64",NA,NA,"18/8/64",NA,1964-03-26,NA,NA,1964-08-18,NA,145,NA,NA,NA,NA
"4864","Sauvignon Blanc","300","300Mtp36","",1965,"31/3/65",NA,NA,"31/8/65",NA,1965-03-31,NA,NA,1965-08-31,NA,153,NA,NA,NA,NA
"4865","Sauvignon Blanc","300","300Mtp36","",1966,"26/3/66",NA,NA,"30/8/66",NA,1966-03-26,NA,NA,1966-08-30,NA,157,NA,NA,NA,NA
"4866","Sauvignon Blanc","300","300Mtp36","",1967,"22/3/67",NA,NA,NA,NA,1967-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4867","Sauvignon Blanc","300","300Mtp36","",1968,"29/3/68",NA,NA,NA,NA,1968-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4868","Sauvignon Blanc","300","300Mtp36","",1969,"28/3/69",NA,NA,NA,NA,1969-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4869","Sauvignon Blanc","300","300Mtp37","",1964,"26/3/64",NA,NA,NA,NA,1964-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4870","Sauvignon Blanc","300","300Mtp37","",1965,"26/3/65",NA,NA,NA,NA,1965-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4871","Sauvignon Blanc","300","300Mtp37","",1966,"21/3/66",NA,NA,"18/8/66",NA,1966-03-21,NA,NA,1966-08-18,NA,150,NA,NA,NA,NA
"4872","Sauvignon Blanc","300","300Mtp37","",1967,"19/3/67",NA,NA,"23/8/67",NA,1967-03-19,NA,NA,1967-08-23,NA,157,NA,NA,NA,NA
"4873","Sauvignon Blanc","300","300Mtp37","",1968,"25/3/68",NA,NA,NA,NA,1968-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4874","Sauvignon Blanc","300","300Mtp37","",1969,"27/3/69",NA,NA,"17/9/69",NA,1969-03-27,NA,NA,1969-09-17,NA,174,NA,NA,NA,NA
"4875","Sauvignon Blanc","300","300Mtp37","",1981,NA,NA,"3/8/1981",NA,NA,NA,NA,1981-08-03,NA,NA,NA,NA,NA,NA,NA
"4876","Sauvignon Blanc","300","300Mtp38","",1964,"26/3/64",NA,NA,NA,NA,1964-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4877","Sauvignon Blanc","300","300Mtp38","",1965,"31/3/65",NA,NA,"19/8/65",NA,1965-03-31,NA,NA,1965-08-19,NA,141,NA,NA,NA,NA
"4878","Sauvignon Blanc","300","300Mtp38","",1966,"21/3/66",NA,NA,"30/8/66",NA,1966-03-21,NA,NA,1966-08-30,NA,162,NA,NA,NA,NA
"4879","Sauvignon Blanc","300","300Mtp38","",1967,"22/3/67",NA,NA,"30/8/67",NA,1967-03-22,NA,NA,1967-08-30,NA,161,NA,NA,NA,NA
"4880","Sauvignon Blanc","300","300Mtp38","",1968,"30/3/68",NA,NA,NA,NA,1968-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4881","Sauvignon Blanc","300","300Mtp38","",1969,"7/4/1969",NA,NA,NA,NA,1969-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4882","Sauvignon Blanc","300","300Mtp38","",1970,"7/4/1970",NA,NA,NA,NA,1970-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4883","Sauvignon Blanc","300","300Mtp38","",1971,"6/4/1971",NA,NA,NA,NA,1971-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4884","Sauvignon Blanc","300","300Mtp38","",1972,"24/3/72",NA,NA,NA,NA,1972-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4885","Sauvignon Blanc","300","300Mtp38","",1973,"10/4/1973",NA,NA,NA,NA,1973-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4886","Sauvignon Blanc","300","300Mtp38","",1974,"28/3/74",NA,NA,NA,NA,1974-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4887","Sauvignon Blanc","300","300Mtp38","",1979,NA,NA,"10/8/1979",NA,NA,NA,NA,1979-08-10,NA,NA,NA,NA,NA,NA,NA
"4888","Sauvignon Blanc","300","300Mtp38","",1980,NA,NA,"11/8/1980",NA,NA,NA,NA,1980-08-11,NA,NA,NA,NA,NA,NA,NA
"4889","Sauvignon Blanc","300","300Mtp38","",1981,NA,NA,"3/8/1981",NA,NA,NA,NA,1981-08-03,NA,NA,NA,NA,NA,NA,NA
"4890","Sauvignon Blanc","300","300Mtp38","",1996,NA,"3/6/1996",NA,NA,NA,NA,1996-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"4891","Sauvignon Blanc","300","300Mtp38","",2010,"30/3/10","31/5/10","2/9/2010","2/9/2010",NA,2010-03-30,2010-05-31,2010-09-02,2010-09-02,NA,156,62,94,0,156
"4892","Sauvignon Blanc","300","300Mtp38","",2011,"22/3/11","16/5/11","25/7/11","18/8/11",NA,2011-03-22,2011-05-16,2011-07-25,2011-08-18,NA,149,55,70,24,125
"4893","Sauvignon Blanc","300","300Mtp38","",2012,"28/3/12","27/5/12","28/7/12","29/8/12",NA,2012-03-28,2012-05-27,2012-07-28,2012-08-29,NA,154,60,62,32,122
"4894","Sauvignon Blanc","300","300Mtp38","",2013,"28/3/13","7/6/2013","31/7/13",NA,NA,2013-03-28,2013-06-07,2013-07-31,NA,NA,NA,71,54,NA,125
"4895","Sauvignon Blanc","300","300Mtp39","",1964,"26/3/64",NA,NA,"24/8/64",NA,1964-03-26,NA,NA,1964-08-24,NA,151,NA,NA,NA,NA
"4896","Sauvignon Blanc","300","300Mtp39","",1965,"26/3/65",NA,NA,"19/8/65",NA,1965-03-26,NA,NA,1965-08-19,NA,146,NA,NA,NA,NA
"4897","Sauvignon Blanc","300","300Mtp39","",1966,"16/3/66",NA,NA,"30/8/66",NA,1966-03-16,NA,NA,1966-08-30,NA,167,NA,NA,NA,NA
"4898","Sauvignon Blanc","300","300Mtp39","",1967,"18/3/67",NA,NA,NA,NA,1967-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4899","Sauvignon Blanc","300","300Mtp39","",1968,"30/3/68",NA,NA,NA,NA,1968-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4900","Sauvignon Blanc","300","300Mtp39","",1969,"4/4/1969",NA,NA,NA,NA,1969-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4901","Sauvignon Blanc","300","300Mtp40","",1964,"26/3/64",NA,NA,"24/8/64",NA,1964-03-26,NA,NA,1964-08-24,NA,151,NA,NA,NA,NA
"4902","Sauvignon Blanc","300","300Mtp40","",1965,"27/3/65",NA,NA,"19/8/65",NA,1965-03-27,NA,NA,1965-08-19,NA,145,NA,NA,NA,NA
"4903","Sauvignon Blanc","300","300Mtp40","",1966,"23/3/66",NA,NA,"30/8/66",NA,1966-03-23,NA,NA,1966-08-30,NA,160,NA,NA,NA,NA
"4904","Sauvignon Blanc","300","300Mtp40","",1967,"30/3/67",NA,NA,NA,NA,1967-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905","Sauvignon Blanc","300","300Mtp40","",1968,"31/3/68",NA,NA,NA,NA,1968-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4906","Sauvignon Blanc","300","300Mtp40","",1969,"6/4/1969",NA,NA,NA,NA,1969-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4907","Sauvignon Blanc","300","300Mtp40","",1970,"8/4/1970",NA,NA,NA,NA,1970-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4908","Sauvignon Blanc","300","300Mtp40","",1971,"7/4/1971",NA,NA,NA,NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4909","Sauvignon Blanc","300","300Mtp40","",1972,"24/3/72",NA,NA,NA,NA,1972-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4910","Sauvignon Blanc","300","300Mtp40","",1973,"9/4/1973",NA,NA,NA,NA,1973-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4911","Sauvignon Blanc","300","300Mtp40","",1974,"26/3/74",NA,NA,NA,NA,1974-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4912","Sauvignon Blanc","300","300Mtp40","",1981,NA,NA,"3/8/1981",NA,NA,NA,NA,1981-08-03,NA,NA,NA,NA,NA,NA,NA
"4913","Sauvignon Blanc","300","300Mtp40","",1996,"28/3/96","2/6/1996","31/7/96","7/9/1996",NA,1996-03-28,1996-06-02,1996-07-31,1996-09-07,NA,163,66,59,38,125
"4914","Sauvignon Blanc","300","300Mtp40","",1997,"8/3/1997","17/5/97","12/7/1997","11/8/1997",NA,1997-03-08,1997-05-17,1997-07-12,1997-08-11,NA,156,70,56,30,126
"4915","Sauvignon Blanc","300","300Mtp40","",1998,"23/3/98","27/5/98","24/7/98",NA,NA,1998-03-23,1998-05-27,1998-07-24,NA,NA,NA,65,58,NA,123
"4916","Sauvignon Blanc","300","300Mtp40","",1999,"21/3/99","27/5/99","27/7/99","24/8/99",NA,1999-03-21,1999-05-27,1999-07-27,1999-08-24,NA,156,67,61,28,128
"4917","Sauvignon Blanc","300","300Mtp40","",2000,"28/3/00","29/5/00","24/7/00","28/8/00",NA,2000-03-28,2000-05-29,2000-07-24,2000-08-28,NA,153,62,56,35,118
"4918","Sauvignon Blanc","300","300Mtp40","",2001,"18/3/01","27/5/01","23/7/01","28/8/01",NA,2001-03-18,2001-05-27,2001-07-23,2001-08-28,NA,163,70,57,36,127
"4919","Sauvignon Blanc","300","300Mtp40","",2002,"23/3/02","23/5/02","22/7/02","27/8/02",NA,2002-03-23,2002-05-23,2002-07-22,2002-08-27,NA,157,61,60,36,121
"4920","Sauvignon Blanc","300","300Mtp40","",2006,"28/3/06","27/5/06","28/7/06","16/8/06",NA,2006-03-28,2006-05-27,2006-07-28,2006-08-16,NA,141,60,62,19,122
"4921","Sauvignon Blanc","300","300Mtp40","",2007,"24/3/07","21/5/07","24/7/07","20/8/07",NA,2007-03-24,2007-05-21,2007-07-24,2007-08-20,NA,149,58,64,27,122
"4922","Sauvignon Blanc","300","300Mtp40","",2008,"18/3/08","28/5/08","31/7/08","20/8/08",NA,2008-03-18,2008-05-28,2008-07-31,2008-08-20,NA,155,71,64,20,135
"4923","Sauvignon Blanc","300","300Mtp40","",2009,"23/3/09","26/5/09","27/7/09","17/8/09",NA,2009-03-23,2009-05-26,2009-07-27,2009-08-17,NA,147,64,62,21,126
"4924","Sauvignon Blanc","300","300Mtp40","",2010,"30/3/10","28/5/10","2/8/2010","26/8/10",NA,2010-03-30,2010-05-28,2010-08-02,2010-08-26,NA,149,59,66,24,125
"4925","Sauvignon Blanc","300","300Mtp40","",2011,"20/3/11","17/5/11","22/7/11","18/8/11",NA,2011-03-20,2011-05-17,2011-07-22,2011-08-18,NA,151,58,66,27,124
"4926","Sauvignon Blanc","300","300Mtp40","",2012,"27/3/12","28/5/12","26/7/12","24/8/12",NA,2012-03-27,2012-05-28,2012-07-26,2012-08-24,NA,150,62,59,29,121
"4927","Sauvignon Blanc","300","300Mtp40","",2013,"25/3/13","6/6/2013","31/7/13",NA,NA,2013-03-25,2013-06-06,2013-07-31,NA,NA,NA,73,55,NA,128
"4928","Sauvignon Blanc","300","300Mtp41","",1986,NA,NA,NA,"18/8/86",NA,NA,NA,NA,1986-08-18,NA,NA,NA,NA,NA,NA
"4929","Sauvignon Blanc","300","300Mtp41","",1988,"1/4/1988","31/5/88","25/7/88","22/8/88",NA,1988-04-01,1988-05-31,1988-07-25,1988-08-22,NA,143,60,55,28,115
"4930","Sauvignon Blanc","300","300Mtp41","",1989,"27/3/89","22/5/89","17/7/89","18/8/89",NA,1989-03-27,1989-05-22,1989-07-17,1989-08-18,NA,144,56,56,32,112
"4931","Sauvignon Blanc","300","300Mtp41","",1990,"15/3/90","18/5/90","20/7/90",NA,NA,1990-03-15,1990-05-18,1990-07-20,NA,NA,NA,64,63,NA,127
"4932","Sauvignon Blanc","300","300Mtp41","",2001,"12/3/2001","27/5/01","26/7/01","28/8/01",NA,2001-03-12,2001-05-27,2001-07-26,2001-08-28,NA,169,76,60,33,136
"4933","Sauvignon Blanc","300","300Mtp41","",2002,"21/3/02","27/5/02","25/7/02","30/8/02",NA,2002-03-21,2002-05-27,2002-07-25,2002-08-30,NA,162,67,59,36,126
"4934","Sauvignon Blanc","300","300Mtp41","",2003,"29/3/03","30/5/03","18/7/03","18/8/03",NA,2003-03-29,2003-05-30,2003-07-18,2003-08-18,NA,142,62,49,31,111
"4935","Sauvignon Blanc","300","300Mtp41","",2004,"28/3/04","4/6/2004","2/8/2004","24/8/04",NA,2004-03-28,2004-06-04,2004-08-02,2004-08-24,NA,149,68,59,22,127
"4936","Sauvignon Blanc","300","300Mtp41","",2005,"6/4/2005","2/6/2005","1/8/2005","29/8/05",NA,2005-04-06,2005-06-02,2005-08-01,2005-08-29,NA,145,57,60,28,117
"4937","Sauvignon Blanc","300","300Mtp41","",2006,"31/3/06","27/5/06","24/7/06","16/8/06",NA,2006-03-31,2006-05-27,2006-07-24,2006-08-16,NA,138,57,58,23,115
"4938","Sauvignon Blanc","300","300Mtp41","",2007,"20/3/07","23/5/07","24/7/07","20/8/07",NA,2007-03-20,2007-05-23,2007-07-24,2007-08-20,NA,153,64,62,27,126
"4939","Sauvignon Blanc","300","300Mtp41","",2008,"18/3/08","29/5/08","31/7/08","28/8/08",NA,2008-03-18,2008-05-29,2008-07-31,2008-08-28,NA,163,72,63,28,135
"4940","Sauvignon Blanc","300","300Mtp41","",2009,"24/3/09","26/5/09","27/7/09","25/8/09",NA,2009-03-24,2009-05-26,2009-07-27,2009-08-25,NA,154,63,62,29,125
"4941","Sauvignon Blanc","300","300Mtp41","",2010,"30/3/10","4/6/2010","2/8/2010","26/8/10",NA,2010-03-30,2010-06-04,2010-08-02,2010-08-26,NA,149,66,59,24,125
"4942","Sauvignon Blanc","300","300Mtp41","",2011,"22/3/11","17/5/11","25/7/11","17/8/11",NA,2011-03-22,2011-05-17,2011-07-25,2011-08-17,NA,148,56,69,23,125
"4943","Sauvignon Blanc","300","300Mtp41","",2012,"28/3/12","29/5/12","26/7/12","20/8/12",NA,2012-03-28,2012-05-29,2012-07-26,2012-08-20,NA,145,62,58,25,120
"4944","Sauvignon Blanc","300","300Mtp41","",2013,"26/3/13","6/6/2013","6/8/2013",NA,NA,2013-03-26,2013-06-06,2013-08-06,NA,NA,NA,72,61,NA,133
"4945","Sauvignon Blanc","300","300Mtp42","",1987,"5/4/1987","4/6/1987","3/8/1987","1/9/1987",NA,1987-04-05,1987-06-04,1987-08-03,1987-09-01,NA,149,60,60,29,120
"4946","Sauvignon Blanc","300","300Mtp42","",1988,"5/4/1988","31/5/88","25/7/88","22/8/88",NA,1988-04-05,1988-05-31,1988-07-25,1988-08-22,NA,139,56,55,28,111
"4947","Sauvignon Blanc","300","300Mtp42","",1989,"27/3/89","22/5/89","17/7/89","18/8/89",NA,1989-03-27,1989-05-22,1989-07-17,1989-08-18,NA,144,56,56,32,112
"4948","Sauvignon Blanc","300","2R14S121.125","",2013,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4949","Sauvignon Blanc","300","2R14S126.130","",2013,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4950","Sauvignon Blanc","300","2R14S131.135","",2013,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4951","Sauvignon Blanc","300","3R10S116.120","",2013,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4952","Sauvignon Blanc","300","8R12S181.185","",2013,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4953","Syrah","150","150Mtp1","",1956,"29/3/56",NA,NA,"17/9/56",NA,1956-03-29,NA,NA,1956-09-17,NA,172,NA,NA,NA,NA
"4954","Syrah","150","150Mtp1","",1957,"16/3/57",NA,NA,"16/9/57",NA,1957-03-16,NA,NA,1957-09-16,NA,184,NA,NA,NA,NA
"4955","Syrah","150","150Mtp1","",1958,"1/4/1958",NA,NA,"28/8/58",NA,1958-04-01,NA,NA,1958-08-28,NA,149,NA,NA,NA,NA
"4956","Syrah","150","150Mtp1","",1959,"21/3/59",NA,NA,"25/8/59",NA,1959-03-21,NA,NA,1959-08-25,NA,157,NA,NA,NA,NA
"4957","Syrah","150","150Mtp1","",1995,"20/3/95",NA,NA,"4/9/1995",NA,1995-03-20,NA,NA,1995-09-04,NA,168,NA,NA,NA,NA
"4958","Syrah","150","150Mtp2","",1956,"28/3/56",NA,NA,"17/9/56",NA,1956-03-28,NA,NA,1956-09-17,NA,173,NA,NA,NA,NA
"4959","Syrah","150","150Mtp2","",1957,"16/3/57",NA,NA,"9/9/1957",NA,1957-03-16,NA,NA,1957-09-09,NA,177,NA,NA,NA,NA
"4960","Syrah","150","150Mtp2","",1958,"29/3/58",NA,NA,"28/8/58",NA,1958-03-29,NA,NA,1958-08-28,NA,152,NA,NA,NA,NA
"4961","Syrah","150","150Mtp2","",1959,"25/3/59",NA,NA,NA,NA,1959-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4962","Syrah","150","150Mtp3","",1956,"26/3/56",NA,NA,"21/8/56",NA,1956-03-26,NA,NA,1956-08-21,NA,148,NA,NA,NA,NA
"4963","Syrah","150","150Mtp3","",1957,"13/3/57",NA,NA,"16/9/57",NA,1957-03-13,NA,NA,1957-09-16,NA,187,NA,NA,NA,NA
"4964","Syrah","150","150Mtp3","",1958,"30/3/58",NA,NA,"28/8/58",NA,1958-03-30,NA,NA,1958-08-28,NA,151,NA,NA,NA,NA
"4965","Syrah","150","150Mtp3","",1959,"21/3/59",NA,NA,"25/8/59",NA,1959-03-21,NA,NA,1959-08-25,NA,157,NA,NA,NA,NA
"4966","Syrah","150","150Mtp3","",1993,"5/4/1993","5/6/1993","2/8/1993","6/9/1993",NA,1993-04-05,1993-06-05,1993-08-02,1993-09-06,NA,154,61,58,35,119
"4967","Syrah","150","150Mtp3","",1994,NA,"28/5/94",NA,NA,NA,NA,1994-05-28,NA,NA,NA,NA,NA,NA,NA,NA
"4968","Syrah","150","150Mtp3","",1995,"20/3/95","30/5/95","1/8/1995","4/9/1995",NA,1995-03-20,1995-05-30,1995-08-01,1995-09-04,NA,168,71,63,34,134
"4969","Syrah","150","150Mtp3","",1996,"1/4/1996","3/6/1996","7/8/1996","9/9/1996",NA,1996-04-01,1996-06-03,1996-08-07,1996-09-09,NA,161,63,65,33,128
"4970","Syrah","150","150Mtp3","",1997,"15/3/97","21/5/97","27/7/97","1/9/1997",NA,1997-03-15,1997-05-21,1997-07-27,1997-09-01,NA,170,67,67,36,134
"4971","Syrah","150","150Mtp3","",1998,"23/3/98","2/6/1998","4/8/1998","3/9/1998",NA,1998-03-23,1998-06-02,1998-08-04,1998-09-03,NA,164,71,63,30,134
"4972","Syrah","150","150Mtp3","",1999,"23/3/99","28/5/99","1/8/1999","31/8/99",NA,1999-03-23,1999-05-28,1999-08-01,1999-08-31,NA,161,66,65,30,131
"4973","Syrah","150","150Mtp3","",2000,"25/3/00","2/6/2000","31/7/00","4/9/2000",NA,2000-03-25,2000-06-02,2000-07-31,2000-09-04,NA,163,69,59,35,128
"4974","Syrah","150","150Mtp3","",2001,"14/3/01","24/5/01","23/7/01",NA,NA,2001-03-14,2001-05-24,2001-07-23,NA,NA,NA,71,60,NA,131
"4975","Syrah","150","150Mtp3","",2002,"12/3/2002","23/5/02","29/7/02","3/9/2002",NA,2002-03-12,2002-05-23,2002-07-29,2002-09-03,NA,175,72,67,36,139
"4976","Syrah","150","150Mtp3","",2003,"26/3/03","26/5/03","25/7/03","28/8/03",NA,2003-03-26,2003-05-26,2003-07-25,2003-08-28,NA,155,61,60,34,121
"4977","Syrah","150","150Mtp3","",2004,"23/3/04","4/6/2004","2/8/2004","31/8/04",NA,2004-03-23,2004-06-04,2004-08-02,2004-08-31,NA,161,73,59,29,132
"4978","Syrah","150","150Mtp3","",2005,"6/4/2005","1/6/2005","29/7/05","31/8/05",NA,2005-04-06,2005-06-01,2005-07-29,2005-08-31,NA,147,56,58,33,114
"4979","Syrah","150","150Mtp3","",2006,"29/3/06","26/5/06","21/7/06","16/8/06",NA,2006-03-29,2006-05-26,2006-07-21,2006-08-16,NA,140,58,56,26,114
"4980","Syrah","150","150Mtp3","",2007,"21/3/07","20/5/07","17/7/07","29/8/07",NA,2007-03-21,2007-05-20,2007-07-17,2007-08-29,NA,161,60,58,43,118
"4981","Syrah","150","150Mtp3","",2008,"25/3/08","24/5/08","24/7/08","13/8/08",NA,2008-03-25,2008-05-24,2008-07-24,2008-08-13,NA,141,60,61,20,121
"4982","Syrah","150","150Mtp3","",2009,"23/3/09","22/5/09","17/7/09","16/8/09",NA,2009-03-23,2009-05-22,2009-07-17,2009-08-16,NA,146,60,56,30,116
"4983","Syrah","150","150Mtp4","",1956,NA,NA,NA,"28/8/56",NA,NA,NA,NA,1956-08-28,NA,NA,NA,NA,NA,NA
"4984","Syrah","150","150Mtp4","",1957,"12/3/1957",NA,NA,"14/8/57",NA,1957-03-12,NA,NA,1957-08-14,NA,155,NA,NA,NA,NA
"4985","Syrah","150","150Mtp4","",1958,"27/3/58",NA,NA,"29/8/58",NA,1958-03-27,NA,NA,1958-08-29,NA,155,NA,NA,NA,NA
"4986","Syrah","150","150Mtp4","",1959,"21/3/59",NA,NA,NA,NA,1959-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4987","Syrah","150","150Mtp5","",1956,NA,NA,NA,"28/8/56",NA,NA,NA,NA,1956-08-28,NA,NA,NA,NA,NA,NA
"4988","Syrah","150","150Mtp5","",1957,"12/3/1957",NA,NA,"14/8/57",NA,1957-03-12,NA,NA,1957-08-14,NA,155,NA,NA,NA,NA
"4989","Syrah","150","150Mtp5","",1958,"27/3/58",NA,NA,"29/8/58",NA,1958-03-27,NA,NA,1958-08-29,NA,155,NA,NA,NA,NA
"4990","Syrah","150","150Mtp5","",1959,"18/3/59",NA,NA,NA,NA,1959-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4991","Syrah","150","150Mtp6","",1958,"31/3/58",NA,NA,"5/9/1958",NA,1958-03-31,NA,NA,1958-09-05,NA,158,NA,NA,NA,NA
"4992","Syrah","150","150Mtp6","",1959,"23/3/59",NA,NA,"7/9/1959",NA,1959-03-23,NA,NA,1959-09-07,NA,168,NA,NA,NA,NA
"4993","Syrah","150","150Mtp6","",1960,"18/3/60",NA,NA,"5/9/1960",NA,1960-03-18,NA,NA,1960-09-05,NA,171,NA,NA,NA,NA
"4994","Syrah","150","150Mtp6","",1987,NA,"10/6/1987","6/8/1987","14/9/87",NA,NA,1987-06-10,1987-08-06,1987-09-14,NA,NA,NA,57,39,NA
"4995","Syrah","150","150Mtp6","",1988,"22/3/88","1/6/1988","1/8/1988","5/9/1988",NA,1988-03-22,1988-06-01,1988-08-01,1988-09-05,NA,167,71,61,35,132
"4996","Syrah","150","150Mtp6","",1989,"16/3/89","27/5/89","31/7/89","28/8/89",NA,1989-03-16,1989-05-27,1989-07-31,1989-08-28,NA,165,72,65,28,137
"4997","Syrah","150","150Mtp6","",1990,NA,"23/5/90","23/7/90",NA,NA,NA,1990-05-23,1990-07-23,NA,NA,NA,NA,61,NA,NA
