"year","lat.lon","lo","tempadj","gdd","site"
1976,"48.8333 12.9667",109,4.30311465791625,262.489994132891,4
1976,"48.8833 12.6",114,5.49327856574024,335.089992510155,5
1976,"49.1667 11.45",110,4.69672120649551,286.499993596226,6
1976,"49.3333 10.8",120,4.9985244784382,304.90999318473,7
1976,"49.4 11.4",121,4.38999990187585,267.789994014427,8
1976,"49.45 10.3167",102,5.02491792047122,306.519993148744,9
1976,"49.4667 9.58333",109,5.26639332490988,321.249992819503,10
1976,"49.7167 10.2167",110,5.60868839922621,342.129992352799,11
1976,"49.95 11.1667",113,4.02934417223222,245.789994506165,12
1976,"50 8.71667",109,6.82377033928012,416.249990696087,13
1976,"50.3 10.4667",127,4.62934415882117,282.389993688092,14
1976,"50.4167 10.3833",109,4.62934415882117,282.389993688092,15
1976,"50.5167 8.81667",109,5.08049168972085,309.909993072972,16
1976,"52.4 9.45",121,4.8011474336696,292.869993453845,17
1977,"48.4333 10.4167",128,6.22245887731065,379.569991515949,1
1977,"48.5833 12.1833",84,6.247212975118,381.079991482198,2
1977,"48.7167 9.21667",108,6.77836050422954,413.479990758002,3
1977,"48.8333 12.9667",98,5.57950807200959,340.349992392585,4
1977,"48.8833 12.6",114,6.76508181600175,412.669990776107,5
1977,"49.1667 11.45",95,5.85868839363827,357.379992011935,6
1977,"49.3333 10.8",118,6.26557363044532,382.199991457164,7
1977,"49.4 11.4",119,5.66803266019484,345.749992271885,8
1977,"49.45 10.3167",114,6.15491789521375,375.449991608039,9
1977,"49.4667 9.58333",96,6.50278673989729,396.669991133735,10
1977,"49.7167 10.2167",108,6.93819656623069,423.229990540072,11
1977,"49.95 11.1667",114,5.4070490594709,329.829992627725,12
1977,"50 8.71667",102,7.60409819069089,463.849989632145,13
1977,"50.3 10.4667",120,6.05196707784275,369.169991748408,14
1977,"50.4167 10.3833",113,6.05196707784275,369.169991748408,15
1977,"50.5167 8.81667",124,6.15295068214296,375.329991610721,16
1977,"52.4 9.45",122,6.37131133299993,388.649991312996,17
1978,"48.4333 10.4167",131,5.66327856194045,345.459992278367,1
1978,"48.5833 12.1833",103,5.50983594241934,336.09999248758,2
1978,"48.7167 9.21667",114,6.35770477592701,387.819991331547,3
1978,"48.8333 12.9667",118,4.59278678258911,280.159993737936,4
1978,"48.8833 12.6",121,6.15147527233988,375.239991612732,5
1978,"49.1667 11.45",116,5.3914752893272,328.879992648959,6
1978,"49.3333 10.8",121,6.01524576718812,366.929991798475,7
1978,"49.4 11.4",115,5.12819660668735,312.819993007928,8
1978,"49.45 10.3167",118,5.92885232649621,361.659991916269,9
1978,"49.4667 9.58333",114,6.48295067476689,395.45999116078,10
1978,"49.7167 10.2167",108,6.86081951877987,418.509990645572,11
1978,"49.95 11.1667",114,5.0065572651439,305.399993173778,12
1978,"50 8.71667",105,7.89885228246328,481.82998923026,13
1978,"50.3 10.4667",114,5.85016380366488,356.859992023557,14
1978,"50.4167 10.3833",117,5.85016380366488,356.859992023557,15
1978,"50.5167 8.81667",95,6.19426215662942,377.849991554394,16
1978,"52.4 9.45",124,6.35245887440492,387.4999913387,17
1979,"48.4333 10.4167",136,5.30213102902912,323.429992770776,1
1979,"48.5833 12.1833",111,5.31311463534099,324.099992755801,2
1979,"48.7167 9.21667",113,5.67049167653332,345.899992268533,3
1979,"48.8333 12.9667",107,4.22081957778848,257.469994245097,4
1979,"48.8833 12.6",114,5.37032774881628,327.589992677793,5
1979,"49.1667 11.45",115,5.01819660914604,306.109993157908,6
1979,"49.3333 10.8",134,5.43245889496852,331.37999259308,7
1979,"49.4 11.4",128,4.85852448156745,296.369993375614,8
1979,"49.45 10.3167",114,5.24409824344101,319.889992849901,9
1979,"49.4667 9.58333",115,5.6455736443034,344.379992302507,10
1979,"49.7167 10.2167",116,6.12819658433561,373.819991644472,11
1979,"49.95 11.1667",114,4.60377038890099,280.82999372296,12
1979,"50 8.71667",105,6.92655722222856,422.519990555942,13
1979,"50.3 10.4667",137,5.01557365838499,305.949993161485,14
1979,"50.4167 10.3833",118,5.01557365838499,305.949993161485,15
1979,"50.5167 8.81667",132,5.17950808095028,315.949992937967,16
1979,"52.4 9.45",126,5.56852446569771,339.67999240756,17
1980,"48.4333 10.4167",142,4.73491792695322,288.829993544147,1
1980,"48.5833 12.1833",108,4.44163924498392,270.939993944019,2
1980,"48.7167 9.21667",109,5.26245889876832,321.009992824867,3
1980,"48.8333 12.9667",110,3.66426221317932,223.519995003939,4
1980,"48.8833 12.6",113,4.6622949777568,284.399993643165,5
1980,"49.1667 11.45",125,4.49147530944377,273.97999387607,6
1980,"49.3333 10.8",133,5.03426218255743,307.089993136003,7
1980,"49.4 11.4",124,4.37131137770341,266.649994039908,8
1980,"49.45 10.3167",125,4.82065562995486,294.059993427247,9
1980,"49.4667 9.58333",108,5.53475397464926,337.619992453605,10
1980,"49.7167 10.2167",112,5.7640982318181,351.609992140904,11
1980,"49.95 11.1667",117,4.20918023378634,256.759994260967,12
1980,"50 8.71667",104,7.15475393843944,436.439990244806,13
1980,"50.3 10.4667",138,5.05311464115245,308.239993110299,14
1980,"50.4167 10.3833",109,5.05311464115245,308.239993110299,15
1980,"50.5167 8.81667",122,5.38245889608611,328.329992661253,16
1980,"52.4 9.45",125,5.48606545114737,334.64999251999,17
1981,"48.4333 10.4167",117,7.64311458326144,466.229989578948,1
1981,"48.5833 12.1833",94,7.68950802484741,469.059989515692,2
1981,"48.7167 9.21667",99,8.26049161864231,503.889988737181,3
1981,"48.8333 12.9667",95,6.41245887306382,391.159991256893,4
1981,"48.8833 12.6",105,7.43622934198404,453.609989861026,5
1981,"49.1667 11.45",99,7.30131131221281,445.379990044981,6
1981,"49.3333 10.8",108,7.8090162188975,476.349989352748,7
1981,"49.4 11.4",98,7.11393426722068,433.949990300462,8
1981,"49.45 10.3167",100,7.57049163406501,461.799989677966,9
1981,"49.4667 9.58333",98,7.88458998770011,480.959989249706,10
1981,"49.7167 10.2167",95,8.38147522249549,511.269988572225,11
1981,"49.95 11.1667",99,7.1001637757252,433.109990319237,12
1981,"50 8.71667",94,9.44032765784469,575.859987128526,13
1981,"50.3 10.4667",115,7.34885229475674,448.279989980161,14
1981,"50.4167 10.3833",99,7.34885229475674,448.279989980161,15
1981,"50.5167 8.81667",95,7.78737687511889,475.029989382252,16
1981,"52.4 9.45",95,7.86295064392149,479.639989279211,17
1982,"48.4333 10.4167",138,5.01098349455317,305.669993167743,1
1982,"48.5833 12.1833",114,5.30672119286095,323.709992764518,2
1982,"48.7167 9.21667",112,5.70737692161051,348.149992218241,3
1982,"48.8333 12.9667",112,4.04459007353079,246.719994485378,4
1982,"48.8833 12.6",115,5.10819660713438,311.599993035197,5
1982,"49.1667 11.45",127,4.81032776133325,293.429993441328,6
1982,"49.3333 10.8",121,5.13344250820944,313.139993000776,7
1982,"49.4 11.4",130,4.56409825864019,278.409993777052,8
1982,"49.45 10.3167",124,5.04147529715031,307.529993126169,9
1982,"49.4667 9.58333",110,5.25983594800727,320.849992828444,10
1982,"49.7167 10.2167",109,5.95704904717745,363.379991877824,11
1982,"49.95 11.1667",134,4.65901628930549,284.199993647635,12
1982,"50 8.71667",109,7.26442606713562,443.129990095273,13
1982,"50.3 10.4667",126,5.14950808162084,314.119992978871,14
1982,"50.4167 10.3833",113,5.14950808162084,314.119992978871,15
1982,"50.5167 8.81667",105,5.31918020897591,324.46999274753,16
1982,"52.4 9.45",117,6.00360642318599,366.219991814345,17
1983,"48.4333 10.4167",120,6.65262280212196,405.809990929439,1
1983,"48.5833 12.1833",110,6.7185244399932,409.829990839585,2
1983,"48.7167 9.21667",112,6.93606541873735,423.099990542978,3
1983,"48.8333 12.9667",112,5.75852446145088,351.269992148503,4
1983,"48.8833 12.6",106,6.73836050512361,411.03999081254,5
1983,"49.1667 11.45",114,6.26180313872631,381.969991462305,6
1983,"49.3333 10.8",119,6.76016378332479,412.369990782812,7
1983,"49.4 11.4",114,6.11803265013656,373.19999165833,8
1983,"49.45 10.3167",120,6.63262280256899,404.589990956709,9
1983,"49.4667 9.58333",111,6.8101637822072,415.419990714639,10
1983,"49.7167 10.2167",110,7.15655721708766,436.549990242347,11
1983,"49.95 11.1667",114,5.91754085133921,360.969991931692,12
1983,"50 8.71667",111,7.97885228067514,486.709989121184,13
1983,"50.3 10.4667",120,6.28065559732133,383.119991436601,14
1983,"50.4167 10.3833",119,6.28065559732133,383.119991436601,15
1983,"50.5167 8.81667",105,6.43934411836452,392.799991220236,16
1983,"52.4 9.45",110,7.20114738002542,439.269990181551,17
1984,"48.4333 10.4167",124,3.89081958516455,237.339994695038,1
1984,"48.5833 12.1833",112,4.46672121163641,272.469993909821,2
1984,"48.7167 9.21667",114,4.59786874968864,280.469993731007,3
1984,"48.8333 12.9667",118,3.57901631344537,218.319995120168,4
1984,"48.8833 12.6",118,4.49262285040172,274.049993874505,5
1984,"49.1667 11.45",123,4.08836056435572,249.389994425699,6
1984,"49.3333 10.8",126,4.27442613396733,260.739994172007,7
1984,"49.4 11.4",123,3.77639335821398,230.359994851053,8
1984,"49.45 10.3167",124,4.19262285710724,255.749994283542,9
1984,"49.4667 9.58333",124,4.49639334212072,274.279993869364,10
1984,"49.7167 10.2167",114,4.93704906997622,301.159993268549,11
1984,"49.95 11.1667",123,3.77557368610115,230.30999485217,12
1984,"50 8.71667",111,6.01491789834299,366.909991798922,13
1984,"50.3 10.4667",138,4.23114744641009,258.099994231015,14
1984,"50.4167 10.3833",121,4.23114744641009,258.099994231015,15
1984,"50.5167 8.81667",108,4.49950809614947,274.469993865117,16
1984,"52.4 9.45",114,5.28065561967306,322.119992800057,17
1985,"48.4333 10.4167",112,5.10213103349946,311.229993043467,1
1985,"48.5833 12.1833",107,5.26721299702271,321.299992818385,2
1985,"48.7167 9.21667",110,5.67639331574567,346.259992260486,3
1985,"48.8333 12.9667",110,4.25885236382362,259.789994193241,4
1985,"48.8833 12.6",120,5.23311463712913,319.219992864877,5
1985,"49.1667 11.45",114,4.86622939942802,296.839993365109,6
1985,"49.3333 10.8",120,5.20803267047664,317.689992899075,7
1985,"49.4 11.4",112,4.75377038554823,289.979993518442,8
1985,"49.45 10.3167",111,4.96639333161541,302.94999322854,9
1985,"49.4667 9.58333",112,5.51180315549012,336.219992484897,10
1985,"49.7167 10.2167",103,5.93590150666652,362.089991906658,11
1985,"49.95 11.1667",112,4.66360645313732,284.479993641377,12
1985,"50 8.71667",104,7.35163917994035,448.449989976361,13
1985,"50.3 10.4667",127,4.99868841286077,304.919993184507,14
1985,"50.4167 10.3833",111,4.99868841286077,304.919993184507,15
1985,"50.5167 8.81667",102,5.55426217093453,338.809992427006,16
1985,"52.4 9.45",112,5.87622937685276,358.449991988018,17
1986,"48.4333 10.4167",121,5.06672119822536,309.069993091747,1
1986,"48.5833 12.1833",114,5.65721298830553,345.089992286637,2
1986,"48.7167 9.21667",119,5.19032775283959,316.609992923215,3
1986,"48.8333 12.9667",117,4.90770480833704,299.369993308559,4
1986,"48.8833 12.6",120,5.62557364475043,343.159992329776,5
1986,"49.1667 11.45",119,5.221475293127,318.509992880747,6
1986,"49.3333 10.8",118,5.39540971546877,329.119992643595,7
1986,"49.4 11.4",117,5.14442611452131,313.8099929858,8
1986,"49.45 10.3167",123,4.99295070807098,304.56999319233,9
1986,"49.4667 9.58333",122,5.4065572562032,329.799992628395,10
1986,"49.7167 10.2167",117,5.63377036587869,343.6599923186,11
1986,"49.95 11.1667",123,4.8199998922646,294.019993428141,12
1986,"50 8.71667",121,6.52098346080203,397.779991108924,13
1986,"50.3 10.4667",130,4.83934415412731,295.199993401766,14
1986,"50.4167 10.3833",121,4.83934415412731,295.199993401766,15
1986,"50.5167 8.81667",115,4.72344251737365,288.129993559793,16
1986,"52.4 9.45",119,5.42786873113669,331.099992599338,17
1987,"48.4333 10.4167",117,5.39606545315903,329.159992642701,1
1987,"48.5833 12.1833",109,5.53081954850769,337.379992458969,2
1987,"48.7167 9.21667",114,5.83754085312735,356.089992040768,3
1987,"48.8333 12.9667",112,4.37196711539367,266.689994039014,4
1987,"48.8833 12.6",108,5.33377037258422,325.359992727637,5
1987,"49.1667 11.45",115,5.12918021322274,312.879993006587,6
1987,"49.3333 10.8",112,5.47131135311649,333.749992540106,7
1987,"49.4 11.4",114,4.88721300551637,298.119993336499,8
1987,"49.45 10.3167",115,5.39557364989133,329.129992643371,9
1987,"49.4667 9.58333",115,5.77868839542641,352.499992121011,10
1987,"49.7167 10.2167",114,6.1490162560014,375.089991616085,11
1987,"49.95 11.1667",116,4.87311464517576,297.259993355721,12
1987,"50 8.71667",111,7.32131131176577,446.599990017712,13
1987,"50.3 10.4667",124,5.08836054200398,310.389993062243,14
1987,"50.4167 10.3833",119,5.08836054200398,310.389993062243,15
1987,"50.5167 8.81667",110,5.69327856126989,347.289992237464,16
1987,"52.4 9.45",110,5.94999986700714,362.949991887435,17
1988,"48.4333 10.4167",114,5.62967200531456,343.409992324188,1
1988,"48.5833 12.1833",109,5.88180314721998,358.789991980419,2
1988,"48.7167 9.21667",110,6.08081953621424,370.929991709068,3
1988,"48.8333 12.9667",114,4.61868842135443,281.73999370262,4
1988,"48.8833 12.6",101,5.7050818396946,348.00999222137,5
1988,"49.1667 11.45",110,5.30819660266403,323.799992762506,6
1988,"49.3333 10.8",110,5.63131134954021,343.509992321953,7
1988,"49.4 11.4",114,5.02459005162608,306.499993149191,8
1988,"49.45 10.3167",112,5.2847539802372,322.369992794469,9
1988,"49.4667 9.58333",114,5.93508183455369,362.039991907775,10
1988,"49.7167 10.2167",110,6.14295068236648,374.719991624355,11
1988,"49.95 11.1667",120,5.04196710041801,307.559993125498,12
1988,"50 8.71667",110,7.30852442680568,445.819990035147,13
1988,"50.3 10.4667",122,5.21278676873104,317.979992892593,14
1988,"50.4167 10.3833",112,5.21278676873104,317.979992892593,15
1988,"50.5167 8.81667",109,5.38426217473433,328.439992658794,16
1988,"52.4 9.45",111,5.84868839386179,356.769992025569,17
1989,"48.4333 10.4167",101,7.0685244321701,431.179990362376,1
1989,"48.5833 12.1833",90,7.53540966763603,459.659989725798,2
1989,"48.7167 9.21667",93,7.55606540487926,460.919989697635,3
1989,"48.8333 12.9667",94,6.45459001966309,393.729991199449,4
1989,"48.8833 12.6",96,7.34786868822135,448.219989981502,5
1989,"49.1667 11.45",94,6.76409820946636,412.609990777448,6
1989,"49.3333 10.8",91,6.96475394268627,424.849990503863,7
1989,"49.4 11.4",99,6.66131132651792,406.339990917593,8
1989,"49.45 10.3167",95,6.76934411098845,412.929990770295,9
1989,"49.4667 9.58333",103,7.15377033190405,436.379990246147,10
1989,"49.7167 10.2167",88,7.51639327461847,458.499989751726,11
1989,"49.95 11.1667",105,6.36557362821014,388.299991320819,12
1989,"50 8.71667",92,8.48868833485319,517.809988426044,13
1989,"50.3 10.4667",125,6.43409821684243,392.479991227388,14
1989,"50.4167 10.3833",100,6.43409821684243,392.479991227388,15
1989,"50.5167 8.81667",101,6.98098345052023,425.839990481734,16
1989,"52.4 9.45",99,7.544098192032,460.189989713952,17
1990,"48.4333 10.4167",102,6.34786871057309,387.219991344959,1
1990,"48.5833 12.1833",94,7.05557361278744,430.389990380034,2
1990,"48.7167 9.21667",89,7.1313113160126,435.009990276769,3
1990,"48.8333 12.9667",87,5.84245888580431,356.389992034063,4
1990,"48.8833 12.6",96,6.84098345364948,417.299990672618,5
1990,"49.1667 11.45",94,6.45377034755027,393.679991200566,6
1990,"49.3333 10.8",82,6.71491788269677,409.609990844503,7
1990,"49.4 11.4",92,6.30213100667738,384.42999140732,8
1990,"49.45 10.3167",92,6.46508182270727,394.369991185144,9
1990,"49.4667 9.58333",96,7.04770476050431,429.909990390763,10
1990,"49.7167 10.2167",84,7.52868835631086,459.249989734963,11
1990,"49.95 11.1667",106,6.14721297735318,374.979991618544,12
1990,"50 8.71667",85,8.60918013543868,525.159988261759,13
1990,"50.3 10.4667",116,6.5688523121911,400.699991043657,14
1990,"50.4167 10.3833",93,6.5688523121911,400.699991043657,15
1990,"50.5167 8.81667",91,7.20786869135059,439.679990172386,16
1990,"52.4 9.45",82,7.852950644145,479.029989292845,17
1991,"48.4333 10.4167",104,6.40524575847094,390.719991266727,1
1991,"48.5833 12.1833",109,6.49737690395263,396.339991141111,2
1991,"48.7167 9.21667",93,7.03950803937604,429.409990401938,3
1991,"48.8333 12.9667",98,5.6767211845908,346.279992260039,4
1991,"48.8833 12.6",107,6.41278674190895,391.179991256446,5
1991,"49.1667 11.45",99,6.32540969468165,385.84999137558,6
1991,"49.3333 10.8",96,6.60081952459133,402.649991000071,7
1991,"49.4 11.4",106,6.11426215841756,372.969991663471,8
1991,"49.45 10.3167",101,6.34163920251561,386.839991353452,9
1991,"49.4667 9.58333",101,6.90213099326633,421.029990589246,10
1991,"49.7167 10.2167",106,6.99180312240954,426.499990466982,11
1991,"49.95 11.1667",105,5.87655724569789,358.469991987571,12
1991,"50 8.71667",95,8.47360636797718,516.889988446608,13
1991,"50.3 10.4667",120,6.00819658701781,366.499991808086,14
1991,"50.4167 10.3833",114,6.00819658701781,366.499991808086,15
1991,"50.5167 8.81667",103,6.70819657137159,409.199990853667,16
1991,"52.4 9.45",104,7.89426211863145,481.549989236519,17
1992,"48.4333 10.4167",116,6.01672117699121,367.019991796464,1
1992,"48.5833 12.1833",112,6.02606543907743,367.589991783723,2
1992,"48.7167 9.21667",108,6.66196706420818,406.379990916699,3
1992,"48.8333 12.9667",112,4.7765572702848,291.369993487373,4
1992,"48.8833 12.6",112,5.98540970228124,365.109991839156,5
1992,"49.1667 11.45",112,5.61131134998725,342.289992349222,6
1992,"49.3333 10.8",115,6.25868838469757,381.779991466552,7
1992,"49.4 11.4",114,5.52524577814047,337.039992466569,8
1992,"49.45 10.3167",102,6.05852445474536,369.569991739467,9
1992,"49.4667 9.58333",103,6.53327854249443,398.52999109216,10
1992,"49.7167 10.2167",114,6.63163919603361,404.52999095805,11
1992,"49.95 11.1667",118,5.49508184438846,335.199992507696,12
1992,"50 8.71667",101,8.10147522875398,494.189988953992,13
1992,"50.3 10.4667",130,5.72983593750196,349.519992187619,14
1992,"50.4167 10.3833",115,5.72983593750196,349.519992187619,15
1992,"50.5167 8.81667",102,6.30131133456455,384.379991408437,16
1992,"52.4 9.45",102,7.12721295544847,434.759990282357,17
1993,"48.4333 10.4167",110,6.92360640262238,422.339990559965,1
1993,"48.5833 12.1833",109,6.99622935181881,426.769990460947,2
1993,"48.7167 9.21667",108,7.55360638854079,460.769989700988,3
1993,"48.8333 12.9667",113,5.93196708052495,361.849991912022,4
1993,"48.8833 12.6",113,6.97540968015302,425.499990489334,5
1993,"49.1667 11.45",109,6.71868837441577,409.839990839362,6
1993,"49.3333 10.8",111,7.27081950961566,443.519990086555,7
1993,"49.4 11.4",110,6.52950805077543,398.299991097301,8
1993,"49.45 10.3167",108,7.20131131444798,439.279990181327,9
1993,"49.4667 9.58333",107,7.64032769807782,466.059989582747,10
1993,"49.7167 10.2167",110,7.77311458035571,474.159989401698,11
1993,"49.95 11.1667",114,7.07409820253732,431.519990354776,12
1993,"50 8.71667",104,8.97049160277257,547.199987769127,13
1993,"50.3 10.4667",111,7.0326227936283,428.989990411326,14
1993,"50.4167 10.3833",113,7.0326227936283,428.989990411326,15
1993,"50.5167 8.81667",106,7.4378686862097,453.709989858792,16
1993,"52.4 9.45",98,7.93327851120199,483.929989183321,17
1994,"48.4333 10.4167",107,7.49573753737524,457.23998977989,1
1994,"48.5833 12.1833",99,7.57065556848758,461.809989677742,2
1994,"48.7167 9.21667",98,7.88278670905189,480.849989252165,3
1994,"48.8333 12.9667",111,6.19180314029094,377.699991557747,4
1994,"48.8833 12.6",100,7.44213098119639,453.96998985298,5
1994,"49.1667 11.45",108,6.85081951900339,417.899990659207,6
1994,"49.3333 10.8",106,7.22032770746555,440.439990155399,7
1994,"49.4 11.4",110,6.56721296796544,400.599991045892,8
1994,"49.45 10.3167",96,6.9962293518188,426.769990460947,9
1994,"49.4667 9.58333",102,7.6234424525536,465.02998960577,10
1994,"49.7167 10.2167",112,7.63737687847165,465.879989586771,11
1994,"49.95 11.1667",115,6.7398359149267,411.129990810528,12
1994,"50 8.71667",93,9.00524570035641,549.319987721741,13
1994,"50.3 10.4667",113,6.82213099505447,416.149990698323,14
1994,"50.4167 10.3833",115,6.82213099505447,416.149990698323,15
1994,"50.5167 8.81667",109,7.33245885250021,447.279990002513,16
1994,"52.4 9.45",106,7.94295064213334,484.519989170134,17
1995,"48.4333 10.4167",112,5.81295068974255,354.589992074296,1
1995,"48.5833 12.1833",108,6.12081953532017,373.36999165453,2
1995,"48.7167 9.21667",102,6.32180313738521,385.629991380498,3
1995,"48.8333 12.9667",113,5.08786873873629,310.359993062913,4
1995,"48.8833 12.6",105,6.22672117229734,379.829991510138,5
1995,"49.1667 11.45",109,5.76229495316988,351.499992143363,6
1995,"49.3333 10.8",110,5.8831146226005,358.86999197863,7
1995,"49.4 11.4",112,5.72704905231835,349.349992191419,8
1995,"49.45 10.3167",108,5.66803266019484,345.749992271885,9
1995,"49.4667 9.58333",112,6.2949178920845,383.989991417155,10
1995,"49.7167 10.2167",114,6.54131132920013,399.019991081208,11
1995,"49.95 11.1667",114,5.82868839430882,355.549992052838,12
1995,"50 8.71667",104,7.61852441987664,464.729989612475,13
1995,"50.3 10.4667",113,5.92049167094539,361.149991927669,14
1995,"50.4167 10.3833",114,5.92049167094539,361.149991927669,15
1995,"50.5167 8.81667",108,6.08081953621424,370.929991709069,16
1995,"52.4 9.45",100,6.30065559687429,384.339991409332,17
1996,"48.4333 10.4167",114,5.24983594823079,320.239992842078,1
1996,"48.5833 12.1833",104,5.10819660713438,311.599993035197,2
1996,"48.7167 9.21667",110,5.91213101539456,360.639991939068,3
1996,"48.8333 12.9667",115,4.1385244976607,252.449994357303,4
1996,"48.8833 12.6",113,5.01868841241373,306.139993157238,5
1996,"49.1667 11.45",112,4.81409825305226,293.659993436188,6
1996,"49.3333 10.8",111,4.84983595717149,295.839993387461,7
1996,"49.4 11.4",114,4.65622940412188,284.029993651435,8
1996,"49.45 10.3167",111,4.97262283967289,303.329993220046,9
1996,"49.4667 9.58333",110,5.62704905455352,343.249992327765,10
1996,"49.7167 10.2167",112,5.51639331932195,336.499992478639,11
1996,"49.95 11.1667",115,4.79065563062542,292.22999346815,12
1996,"50 8.71667",110,6.88967197715137,420.269990606233,13
1996,"50.3 10.4667",115,4.80098349924703,292.859993454069,14
1996,"50.4167 10.3833",114,4.80098349924703,292.859993454069,15
1996,"50.5167 8.81667",110,5.29245889809776,322.839992783964,16
1996,"52.4 9.45",109,5.56868840012027,339.689992407337,17
1997,"48.4333 10.4167",102,6.17360641938619,376.589991582558,1
1997,"48.5833 12.1833",108,5.99721298070594,365.829991823062,2
1997,"48.7167 9.21667",94,7.05098344895561,430.109990386292,3
1997,"48.8333 12.9667",107,4.80737694172708,293.249993445352,4
1997,"48.8833 12.6",99,5.94950806373944,362.919991888106,5
1997,"49.1667 11.45",92,5.72901626538913,349.469992188737,6
1997,"49.3333 10.8",92,6.15983592789071,375.749991601333,7
1997,"49.4 11.4",115,5.64999987371266,344.649992296472,8
1997,"49.45 10.3167",83,6.14147527256339,374.629991626367,9
1997,"49.4667 9.58333",89,6.85606542052549,418.219990652055,10
1997,"49.7167 10.2167",106,6.84573755190387,417.589990666136,11
1997,"49.95 11.1667",115,5.89344249122211,359.499991964549,12
1997,"50 8.71667",88,8.46311456493301,516.249988460914,13
1997,"50.3 10.4667",102,6.1362293710413,374.309991633519,14
1997,"50.4167 10.3833",101,6.1362293710413,374.309991633519,15
1997,"50.5167 8.81667",91,6.84934410920031,417.809990661219,16
1997,"52.4 9.45",96,6.83065558502787,416.6699906867,17
1998,"48.4333 10.4167",107,6.81147525758773,415.499990712851,1
1998,"48.5833 12.1833",105,6.92573755011573,422.46999055706,2
1998,"48.7167 9.21667",100,7.25918016561353,442.809990102425,3
1998,"48.8333 12.9667",104,5.96098347331901,363.61999187246,4
1998,"48.8833 12.6",104,6.99049164702902,426.41999046877,5
1998,"49.1667 11.45",101,6.548524443793,399.459991071373,6
1998,"49.3333 10.8",100,6.80147525781124,414.889990726486,7
1998,"49.4 11.4",110,6.52377034598565,397.949991105125,8
1998,"49.45 10.3167",94,6.6368850975557,404.849990950898,9
1998,"49.4667 9.58333",100,7.27245885384131,443.61999008432,10
1998,"49.7167 10.2167",100,7.42590147336243,452.979989875108,11
1998,"49.95 11.1667",114,6.63426214679465,404.689990954474,12
1998,"50 8.71667",94,8.61590144676386,525.569988252595,13
1998,"50.3 10.4667",110,6.71163919424547,409.409990848973,14
1998,"50.4167 10.3833",105,6.71163919424547,409.409990848973,15
1998,"50.5167 8.81667",102,7.01672115463946,428.019990433007,16
1998,"52.4 9.45",92,7.80704900582672,476.22998935543,17
1999,"48.4333 10.4167",115,6.70426214523003,408.959990859032,1
1999,"48.5833 12.1833",113,7.23950803490569,441.609990129247,2
1999,"48.7167 9.21667",103,7.46213098074936,455.189989825711,3
1999,"48.8333 12.9667",104,5.9577047848677,363.41999187693,4
1999,"48.8833 12.6",100,7.20770475692803,439.66999017261,5
1999,"49.1667 11.45",96,6.70950804675212,409.279990851879,6
1999,"49.3333 10.8",101,7.13622934868956,435.309990270063,7
1999,"49.4 11.4",101,6.75934411121196,412.31999078393,8
1999,"49.45 10.3167",95,7.00770476139837,427.469990445301,9
1999,"49.4667 9.58333",99,7.35901622895579,448.899989966303,10
1999,"49.7167 10.2167",107,7.53590147090373,459.689989725128,11
1999,"49.95 11.1667",109,6.6878687029735,407.959990881384,12
1999,"50 8.71667",96,8.87229488365597,541.209987903014,13
1999,"50.3 10.4667",101,6.82262279832217,416.179990697652,14
1999,"50.4167 10.3833",99,6.82262279832217,416.179990697652,15
1999,"50.5167 8.81667",94,7.38393426118572,450.419989932329,16
1999,"52.4 9.45",90,8.1419670311276,496.659988898784,17
2000,"48.4333 10.4167",113,7.17868836413397,437.899990212172,1
2000,"48.5833 12.1833",100,7.3896719659755,450.769989924505,2
2000,"48.7167 9.21667",102,8.13655719518295,496.32998890616,3
2000,"48.8333 12.9667",108,6.67819657204215,407.369990894571,4
2000,"48.8833 12.6",102,7.81983589078681,477.009989337995,5
2000,"49.1667 11.45",104,7.39311458884937,450.979989919811,6
2000,"49.3333 10.8",108,7.64639327171274,466.429989574477,7
2000,"49.4 11.4",111,7.37147524507075,449.659989949316,8
2000,"49.45 10.3167",92,7.39803262152632,451.279989913106,9
2000,"49.4667 9.58333",108,7.95983588765757,485.549989147112,10
2000,"49.7167 10.2167",111,8.23049161931286,502.059988778085,11
2000,"49.95 11.1667",111,7.33590147537408,447.489989997819,12
2000,"50 8.71667",100,9.33524569298034,569.449987271801,13
2000,"50.3 10.4667",110,7.54983589682178,460.539989706129,14
2000,"50.4167 10.3833",108,7.54983589682178,460.539989706129,15
2000,"50.5167 8.81667",99,8.0078686734692,488.479989081621,16
2000,"52.4 9.45",93,8.29131129008458,505.76998869516,17
2001,"48.4333 10.4167",119,6.42442608591108,391.889991240576,1
2001,"48.5833 12.1833",100,6.29295067901372,383.869991419837,2
2001,"48.7167 9.21667",99,7.07163918619884,431.369990358129,3
2001,"48.8333 12.9667",113,5.50885233588395,336.039992488921,4
2001,"48.8833 12.6",114,6.57245886948753,400.91999103874,5
2001,"49.1667 11.45",102,6.00426216087625,366.259991813451,6
2001,"49.3333 10.8",115,6.24360641782157,380.859991487116,7
2001,"49.4 11.4",119,5.95721298160001,363.389991877601,8
2001,"49.45 10.3167",94,6.05770478263253,369.519991740584,9
2001,"49.4667 9.58333",113,6.6831146047191,407.669990887865,10
2001,"49.7167 10.2167",114,6.71508181711934,409.61999084428,11
