"","year","doy","species","phenophase","studyid","datasource","yr1981","intid","species.fact"
"33876",1988,122.538,"Ficedula1 albicollis","reproduction","HMK027","kharouba",7,178,41
"33877",1989,108.538,"Ficedula1 albicollis","reproduction","HMK027","kharouba",8,178,41
"33878",1990,119.154,"Ficedula1 albicollis","reproduction","HMK027","kharouba",9,178,41
"33879",1991,121,"Ficedula1 albicollis","reproduction","HMK027","kharouba",10,178,41
"33880",1994,114.385,"Ficedula1 albicollis","reproduction","HMK027","kharouba",13,178,41
"33881",1995,117.154,"Ficedula1 albicollis","reproduction","HMK027","kharouba",14,178,41
"33882",1997,122.846,"Ficedula1 albicollis","reproduction","HMK027","kharouba",16,178,41
"33883",1998,115.308,"Ficedula1 albicollis","reproduction","HMK027","kharouba",17,178,41
"33884",2000,113.462,"Ficedula1 albicollis","reproduction","HMK027","kharouba",19,178,41
"33885",2001,118.692,"Ficedula1 albicollis","reproduction","HMK027","kharouba",20,178,41
"33886",2002,115.846,"Ficedula1 albicollis","reproduction","HMK027","kharouba",21,178,41
"33887",2003,116.077,"Ficedula1 albicollis","reproduction","HMK027","kharouba",22,178,41
"33888",2004,116.231,"Ficedula1 albicollis","reproduction","HMK027","kharouba",23,178,41
"33889",2006,108.538,"Ficedula1 albicollis","reproduction","HMK027","kharouba",25,178,41
"34622",1980,138.636,"Ficedula2 albicollis","reproduction","HMK038","kharouba",0,197,42
"34623",1981,134.773,"Ficedula2 albicollis","reproduction","HMK038","kharouba",0,197,42
"34624",1982,138.182,"Ficedula2 albicollis","reproduction","HMK038","kharouba",1,197,42
"34625",1983,127.955,"Ficedula2 albicollis","reproduction","HMK038","kharouba",2,197,42
"34626",1984,136.364,"Ficedula2 albicollis","reproduction","HMK038","kharouba",3,197,42
"34627",1985,132.955,"Ficedula2 albicollis","reproduction","HMK038","kharouba",4,197,42
"34628",1986,131.364,"Ficedula2 albicollis","reproduction","HMK038","kharouba",5,197,42
"34629",1987,134.091,"Ficedula2 albicollis","reproduction","HMK038","kharouba",6,197,42
"34630",1988,130.909,"Ficedula2 albicollis","reproduction","HMK038","kharouba",7,197,42
"34631",1989,130.227,"Ficedula2 albicollis","reproduction","HMK038","kharouba",8,197,42
"34632",1990,132.955,"Ficedula2 albicollis","reproduction","HMK038","kharouba",9,197,42
"34633",1991,134.773,"Ficedula2 albicollis","reproduction","HMK038","kharouba",10,197,42
"34634",1992,130.682,"Ficedula2 albicollis","reproduction","HMK038","kharouba",11,197,42
"34635",1993,126.364,"Ficedula2 albicollis","reproduction","HMK038","kharouba",12,197,42
"34636",1994,125.227,"Ficedula2 albicollis","reproduction","HMK038","kharouba",13,197,42
"34637",1995,130.227,"Ficedula2 albicollis","reproduction","HMK038","kharouba",14,197,42
"34638",1996,129.545,"Ficedula2 albicollis","reproduction","HMK038","kharouba",15,197,42
"34639",1997,130.682,"Ficedula2 albicollis","reproduction","HMK038","kharouba",16,197,42
"34640",1998,129.091,"Ficedula2 albicollis","reproduction","HMK038","kharouba",17,197,42
"34641",1999,129.545,"Ficedula2 albicollis","reproduction","HMK038","kharouba",18,197,42
"34642",2000,126.364,"Ficedula2 albicollis","reproduction","HMK038","kharouba",19,197,42
"34643",2001,126.818,"Ficedula2 albicollis","reproduction","HMK038","kharouba",20,197,42
"34644",2002,127.045,"Ficedula2 albicollis","reproduction","HMK038","kharouba",21,197,42
"34645",2003,126.818,"Ficedula2 albicollis","reproduction","HMK038","kharouba",22,197,42
"34646",2004,128.409,"Ficedula2 albicollis","reproduction","HMK038","kharouba",23,197,42
"34647",2005,130.682,"Ficedula2 albicollis","reproduction","HMK038","kharouba",24,197,42
"35531",1983,169.187,"Fratercula arctica","population growth","SET005","kharouba",2,232,43
"35528",1984,169.5907,"Fratercula arctica","population growth","SET005","kharouba",3,232,43
"35529",1985,167.706,"Fratercula arctica","population growth","SET005","kharouba",4,232,43
"35530",1986,172.7784,"Fratercula arctica","population growth","SET005","kharouba",5,232,43
"35535",1987,170.0868,"Fratercula arctica","population growth","SET005","kharouba",6,232,43
"35532",1988,176.6698,"Fratercula arctica","population growth","SET005","kharouba",7,232,43
"35533",1989,169.2755,"Fratercula arctica","population growth","SET005","kharouba",8,232,43
"35534",1990,172.5471,"Fratercula arctica","population growth","SET005","kharouba",9,232,43
"35512",1991,164.8522,"Fratercula arctica","population growth","SET005","kharouba",10,232,43
"35513",1992,169.2484,"Fratercula arctica","population growth","SET005","kharouba",11,232,43
"35514",1993,170.9922,"Fratercula arctica","population growth","SET005","kharouba",12,232,43
"35515",1994,168.1406,"Fratercula arctica","population growth","SET005","kharouba",13,232,43
"35516",1995,175.4443,"Fratercula arctica","population growth","SET005","kharouba",14,232,43
"35517",1996,179.0864,"Fratercula arctica","population growth","SET005","kharouba",15,232,43
"35518",1997,163.7783,"Fratercula arctica","population growth","SET005","kharouba",16,232,43
"35519",1998,179.8552,"Fratercula arctica","population growth","SET005","kharouba",17,232,43
"35520",1999,168.4121,"Fratercula arctica","population growth","SET005","kharouba",18,232,43
"35521",2000,166.1587,"Fratercula arctica","population growth","SET005","kharouba",19,232,43
"35522",2001,172.734,"Fratercula arctica","population growth","SET005","kharouba",20,232,43
"35523",2002,172.7814,"Fratercula arctica","population growth","SET005","kharouba",21,232,43
"35524",2003,170.8266,"Fratercula arctica","population growth","SET005","kharouba",22,232,43
"35525",2004,171.8007,"Fratercula arctica","population growth","SET005","kharouba",23,232,43
"35526",2005,186.1328,"Fratercula arctica","population growth","SET005","kharouba",24,232,43
"35527",2006,180.2871,"Fratercula arctica","population growth","SET005","kharouba",25,232,43
"34648",1980,158.314,"Glis glis","first appearance","HMK038","kharouba",0,197,44
"34674",1980,158.314,"Glis glis","first appearance","HMK038","kharouba",0,198,44
"34726",1980,158.314,"Glis glis","first appearance","HMK038","kharouba",0,199,44
"34779",1980,158.314,"Glis glis","first appearance","HMK038","kharouba",0,200,44
"34649",1981,160.831,"Glis glis","first appearance","HMK038","kharouba",0,197,44
"34675",1981,160.831,"Glis glis","first appearance","HMK038","kharouba",0,198,44
"34727",1981,160.831,"Glis glis","first appearance","HMK038","kharouba",0,199,44
"34780",1981,160.831,"Glis glis","first appearance","HMK038","kharouba",0,200,44
"34650",1982,137.909,"Glis glis","first appearance","HMK038","kharouba",1,197,44
"34676",1982,137.909,"Glis glis","first appearance","HMK038","kharouba",1,198,44
"34728",1982,137.909,"Glis glis","first appearance","HMK038","kharouba",1,199,44
"34781",1982,137.909,"Glis glis","first appearance","HMK038","kharouba",1,200,44
"34651",1983,145.28,"Glis glis","first appearance","HMK038","kharouba",2,197,44
"34677",1983,145.28,"Glis glis","first appearance","HMK038","kharouba",2,198,44
"34729",1983,145.28,"Glis glis","first appearance","HMK038","kharouba",2,199,44
"34782",1983,145.28,"Glis glis","first appearance","HMK038","kharouba",2,200,44
"34652",1984,148.299,"Glis glis","first appearance","HMK038","kharouba",3,197,44
"34678",1984,148.299,"Glis glis","first appearance","HMK038","kharouba",3,198,44
"34730",1984,148.299,"Glis glis","first appearance","HMK038","kharouba",3,199,44
"34783",1984,148.299,"Glis glis","first appearance","HMK038","kharouba",3,200,44
"34653",1985,151.988,"Glis glis","first appearance","HMK038","kharouba",4,197,44
"34679",1985,151.988,"Glis glis","first appearance","HMK038","kharouba",4,198,44
"34731",1985,151.988,"Glis glis","first appearance","HMK038","kharouba",4,199,44
"34784",1985,151.988,"Glis glis","first appearance","HMK038","kharouba",4,200,44
"34654",1986,146.806,"Glis glis","first appearance","HMK038","kharouba",5,197,44
"34680",1986,146.806,"Glis glis","first appearance","HMK038","kharouba",5,198,44
"34732",1986,146.806,"Glis glis","first appearance","HMK038","kharouba",5,199,44
"34785",1986,146.806,"Glis glis","first appearance","HMK038","kharouba",5,200,44
"34655",1987,150.662,"Glis glis","first appearance","HMK038","kharouba",6,197,44
"34681",1987,150.662,"Glis glis","first appearance","HMK038","kharouba",6,198,44
"34733",1987,150.662,"Glis glis","first appearance","HMK038","kharouba",6,199,44
"34786",1987,150.662,"Glis glis","first appearance","HMK038","kharouba",6,200,44
"34656",1988,141.129,"Glis glis","first appearance","HMK038","kharouba",7,197,44
"34682",1988,141.129,"Glis glis","first appearance","HMK038","kharouba",7,198,44
"34734",1988,141.129,"Glis glis","first appearance","HMK038","kharouba",7,199,44
"34787",1988,141.129,"Glis glis","first appearance","HMK038","kharouba",7,200,44
"34657",1989,151.177,"Glis glis","first appearance","HMK038","kharouba",8,197,44
"34683",1989,151.177,"Glis glis","first appearance","HMK038","kharouba",8,198,44
"34735",1989,151.177,"Glis glis","first appearance","HMK038","kharouba",8,199,44
"34788",1989,151.177,"Glis glis","first appearance","HMK038","kharouba",8,200,44
"34658",1990,145.829,"Glis glis","first appearance","HMK038","kharouba",9,197,44
"34684",1990,145.829,"Glis glis","first appearance","HMK038","kharouba",9,198,44
"34736",1990,145.829,"Glis glis","first appearance","HMK038","kharouba",9,199,44
"34789",1990,145.829,"Glis glis","first appearance","HMK038","kharouba",9,200,44
"34659",1991,152.697,"Glis glis","first appearance","HMK038","kharouba",10,197,44
"34685",1991,152.697,"Glis glis","first appearance","HMK038","kharouba",10,198,44
"34737",1991,152.697,"Glis glis","first appearance","HMK038","kharouba",10,199,44
"34790",1991,152.697,"Glis glis","first appearance","HMK038","kharouba",10,200,44
"34660",1992,145.507,"Glis glis","first appearance","HMK038","kharouba",11,197,44
"34686",1992,145.507,"Glis glis","first appearance","HMK038","kharouba",11,198,44
"34752",1992,145.507,"Glis glis","first appearance","HMK038","kharouba",11,199,44
"34778",1992,145.507,"Glis glis","first appearance","HMK038","kharouba",11,200,44
"34661",1993,138.485,"Glis glis","first appearance","HMK038","kharouba",12,197,44
"34687",1993,138.485,"Glis glis","first appearance","HMK038","kharouba",12,198,44
"34753",1993,138.485,"Glis glis","first appearance","HMK038","kharouba",12,199,44
"34792",1993,138.485,"Glis glis","first appearance","HMK038","kharouba",12,200,44
"34662",1994,144.852,"Glis glis","first appearance","HMK038","kharouba",13,197,44
"34688",1994,144.852,"Glis glis","first appearance","HMK038","kharouba",13,198,44
"34754",1994,144.852,"Glis glis","first appearance","HMK038","kharouba",13,199,44
"34793",1994,144.852,"Glis glis","first appearance","HMK038","kharouba",13,200,44
"34663",1995,149.544,"Glis glis","first appearance","HMK038","kharouba",14,197,44
"34689",1995,149.544,"Glis glis","first appearance","HMK038","kharouba",14,198,44
"34755",1995,149.544,"Glis glis","first appearance","HMK038","kharouba",14,199,44
"34794",1995,149.544,"Glis glis","first appearance","HMK038","kharouba",14,200,44
"34664",1996,153.401,"Glis glis","first appearance","HMK038","kharouba",15,197,44
"34690",1996,153.401,"Glis glis","first appearance","HMK038","kharouba",15,198,44
"34756",1996,153.401,"Glis glis","first appearance","HMK038","kharouba",15,199,44
"34795",1996,153.401,"Glis glis","first appearance","HMK038","kharouba",15,200,44
"34665",1997,140.017,"Glis glis","first appearance","HMK038","kharouba",16,197,44
"34691",1997,140.017,"Glis glis","first appearance","HMK038","kharouba",16,198,44
"34757",1997,140.017,"Glis glis","first appearance","HMK038","kharouba",16,199,44
"34796",1997,140.017,"Glis glis","first appearance","HMK038","kharouba",16,200,44
"34666",1998,140.861,"Glis glis","first appearance","HMK038","kharouba",17,197,44
"34692",1998,140.861,"Glis glis","first appearance","HMK038","kharouba",17,198,44
"34758",1998,140.861,"Glis glis","first appearance","HMK038","kharouba",17,199,44
"34797",1998,140.861,"Glis glis","first appearance","HMK038","kharouba",17,200,44
"34667",1999,136.349,"Glis glis","first appearance","HMK038","kharouba",18,197,44
"34693",1999,136.349,"Glis glis","first appearance","HMK038","kharouba",18,198,44
"34759",1999,136.349,"Glis glis","first appearance","HMK038","kharouba",18,199,44
"34798",1999,136.349,"Glis glis","first appearance","HMK038","kharouba",18,200,44
"34668",2000,142.716,"Glis glis","first appearance","HMK038","kharouba",19,197,44
"34694",2000,142.716,"Glis glis","first appearance","HMK038","kharouba",19,198,44
"34760",2000,142.716,"Glis glis","first appearance","HMK038","kharouba",19,199,44
"34799",2000,142.716,"Glis glis","first appearance","HMK038","kharouba",19,200,44
"34669",2001,136.363,"Glis glis","first appearance","HMK038","kharouba",20,197,44
"34695",2001,136.363,"Glis glis","first appearance","HMK038","kharouba",20,198,44
"34761",2001,136.363,"Glis glis","first appearance","HMK038","kharouba",20,199,44
"34800",2001,136.363,"Glis glis","first appearance","HMK038","kharouba",20,200,44
"34670",2002,135.198,"Glis glis","first appearance","HMK038","kharouba",21,197,44
"34696",2002,135.198,"Glis glis","first appearance","HMK038","kharouba",21,198,44
"34762",2002,135.198,"Glis glis","first appearance","HMK038","kharouba",21,199,44
"34801",2002,135.198,"Glis glis","first appearance","HMK038","kharouba",21,200,44
"34671",2003,128.008,"Glis glis","first appearance","HMK038","kharouba",22,197,44
"34697",2003,128.008,"Glis glis","first appearance","HMK038","kharouba",22,198,44
"34763",2003,128.008,"Glis glis","first appearance","HMK038","kharouba",22,199,44
"34802",2003,128.008,"Glis glis","first appearance","HMK038","kharouba",22,200,44
"34672",2004,137.052,"Glis glis","first appearance","HMK038","kharouba",23,197,44
"34698",2004,137.052,"Glis glis","first appearance","HMK038","kharouba",23,198,44
"34764",2004,137.052,"Glis glis","first appearance","HMK038","kharouba",23,199,44
"34803",2004,137.052,"Glis glis","first appearance","HMK038","kharouba",23,200,44
"34673",2005,130.699,"Glis glis","first appearance","HMK038","kharouba",24,197,44
"34699",2005,130.699,"Glis glis","first appearance","HMK038","kharouba",24,198,44
"34765",2005,130.699,"Glis glis","first appearance","HMK038","kharouba",24,199,44
"34791",2005,130.699,"Glis glis","first appearance","HMK038","kharouba",24,200,44
"34830",1973,132.631,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34831",1974,123.205,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34832",1975,128.779,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34833",1976,130.822,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34834",1977,125.808,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34835",1978,141.087,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34836",1979,138.425,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34837",1980,133.116,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34838",1981,138.396,"Guillemots spp.","reproduction","HMK039","kharouba",0,201,45
"34839",1982,131.616,"Guillemots spp.","reproduction","HMK039","kharouba",1,201,45
"34840",1983,134.837,"Guillemots spp.","reproduction","HMK039","kharouba",2,201,45
"34841",1984,137.469,"Guillemots spp.","reproduction","HMK039","kharouba",3,201,45
"34842",1985,140.102,"Guillemots spp.","reproduction","HMK039","kharouba",4,201,45
"34843",1986,135.675,"Guillemots spp.","reproduction","HMK039","kharouba",5,201,45
"34844",1987,145.955,"Guillemots spp.","reproduction","HMK039","kharouba",6,201,45
"34845",1988,134.763,"Guillemots spp.","reproduction","HMK039","kharouba",7,201,45
"34846",1989,134.161,"Guillemots spp.","reproduction","HMK039","kharouba",8,201,45
"34847",1990,128.851,"Guillemots spp.","reproduction","HMK039","kharouba",9,201,45
"34848",1991,134.131,"Guillemots spp.","reproduction","HMK039","kharouba",10,201,45
"34849",1992,136.764,"Guillemots spp.","reproduction","HMK039","kharouba",11,201,45
"34850",1993,137.926,"Guillemots spp.","reproduction","HMK039","kharouba",12,201,45
"34851",1994,135.557,"Guillemots spp.","reproduction","HMK039","kharouba",13,201,45
"34852",1995,140.543,"Guillemots spp.","reproduction","HMK039","kharouba",14,201,45
"34545",1963,148.636,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34546",1964,156.455,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34547",1965,145.909,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34516",1966,158.182,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34517",1967,136.364,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34518",1968,135.318,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34519",1969,140.455,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34520",1970,167.045,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34521",1971,129.545,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34522",1972,138.045,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34523",1973,106.364,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34524",1974,128.864,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34525",1975,141.818,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34526",1976,141.136,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34527",1977,117.273,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34528",1978,99.5455,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34529",1979,113.864,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34530",1981,139.773,"Keratella2 cochlearis","abundance","HMK037","kharouba",0,195,46
"34531",1982,145.227,"Keratella2 cochlearis","abundance","HMK037","kharouba",1,195,46
"34532",1983,128.864,"Keratella2 cochlearis","abundance","HMK037","kharouba",2,195,46
"34533",1984,127.818,"Keratella2 cochlearis","abundance","HMK037","kharouba",3,195,46
"34534",1985,128.182,"Keratella2 cochlearis","abundance","HMK037","kharouba",4,195,46
"34535",1986,132.273,"Keratella2 cochlearis","abundance","HMK037","kharouba",5,195,46
"34536",1987,109.091,"Keratella2 cochlearis","abundance","HMK037","kharouba",6,195,46
"34537",1988,123.045,"Keratella2 cochlearis","abundance","HMK037","kharouba",7,195,46
"34538",1989,145.227,"Keratella2 cochlearis","abundance","HMK037","kharouba",8,195,46
"34539",1990,134.318,"Keratella2 cochlearis","abundance","HMK037","kharouba",9,195,46
"34540",1991,139.773,"Keratella2 cochlearis","abundance","HMK037","kharouba",10,195,46
"34541",1992,96.4545,"Keratella2 cochlearis","abundance","HMK037","kharouba",11,195,46
"34542",1993,122.045,"Keratella2 cochlearis","abundance","HMK037","kharouba",12,195,46
"34543",1994,129.545,"Keratella2 cochlearis","abundance","HMK037","kharouba",13,195,46
"34544",1995,128.864,"Keratella2 cochlearis","abundance","HMK037","kharouba",14,195,46
"34585",1964,155.643,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34586",1965,125.179,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34587",1966,136.786,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34588",1967,123.393,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34589",1968,122.607,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34590",1969,140.357,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34591",1970,119.821,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34592",1971,126.071,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34593",1972,131.536,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34594",1973,130.536,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34595",1974,121.607,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34596",1975,118.929,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34597",1976,126.179,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34598",1977,116.25,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34599",1978,122.5,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34600",1979,108.214,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34601",1980,120.821,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34602",1981,125.179,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",0,196,47
"34603",1982,158.214,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",1,196,47
"34604",1983,136.786,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",2,196,47
"34605",1984,113.679,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",3,196,47
"34606",1985,97.5,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",4,196,47
"34607",1986,146.607,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",5,196,47
"34608",1987,67.1429,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",6,196,47
"34609",1988,109.214,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",7,196,47
"34610",1989,93.9286,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",8,196,47
"34611",1990,91.25,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",9,196,47
"34612",1991,139.464,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",10,196,47
"34613",1992,125.286,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",11,196,47
"34614",1993,108.214,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",12,196,47
"34615",1994,135.893,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",13,196,47
"34616",1996,133.321,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",15,196,47
"34617",1997,153.75,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",16,196,47
"34618",1998,95.7143,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",17,196,47
"34619",1999,138.571,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",18,196,47
"34620",2000,106.536,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",19,196,47
"34621",2002,156.429,"Leptodiaptomus ashlandi","abundance","HMK037","kharouba",21,196,47
"33320",1951,206.625,"Mnemiopsis1 leidyi","first appearance","EMW001","kharouba",0,1,48
"33321",1972,188.458,"Mnemiopsis1 leidyi","first appearance","EMW001","kharouba",0,1,48
"33322",1973,197.042,"Mnemiopsis1 leidyi","first appearance","EMW001","kharouba",0,1,48
"33323",1976,207.625,"Mnemiopsis1 leidyi","first appearance","EMW001","kharouba",0,1,48
"33324",1983,226.75,"Mnemiopsis1 leidyi","first appearance","EMW001","kharouba",2,1,48
"33325",2002,106.958,"Mnemiopsis1 leidyi","first appearance","EMW001","kharouba",21,1,48
"34362",1951,217.44,"Mnemiopsis2 leidyi","first appearance","HMK035","kharouba",0,192,49
"34363",1973,194.85,"Mnemiopsis2 leidyi","first appearance","HMK035","kharouba",0,192,49
"34364",1976,207.656,"Mnemiopsis2 leidyi","first appearance","HMK035","kharouba",0,192,49
"34365",2000,175.688,"Mnemiopsis2 leidyi","first appearance","HMK035","kharouba",19,192,49
"34366",2001,171.263,"Mnemiopsis2 leidyi","first appearance","HMK035","kharouba",20,192,49
"34367",2002,138.1635,"Mnemiopsis2 leidyi","first appearance","HMK035","kharouba",21,192,49
"34368",2003,164.859,"Mnemiopsis2 leidyi","first appearance","HMK035","kharouba",22,192,49
"34369",2004,158.628,"Mnemiopsis2 leidyi","first appearance","HMK035","kharouba",23,192,49
"34000",1961,140.5084,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34001",1962,165.6977,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34002",1963,159.5276,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34003",1964,201.3834,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34004",1965,149.6574,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34005",1966,155.5865,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34006",1967,157.5645,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34007",1968,159.4319,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34008",1969,159.4228,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34009",1970,156.5864,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34010",1971,156.5891,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34011",1975,159.5639,"Operophtera brumata","abundance","HMK028","kharouba",0,180,50
"34012",1983,162.9218,"Operophtera brumata","abundance","HMK028","kharouba",2,180,50
"34013",1984,162.5678,"Operophtera brumata","abundance","HMK028","kharouba",3,180,50
"34014",1985,157.7434,"Operophtera brumata","abundance","HMK028","kharouba",4,180,50
"34015",1986,165.6478,"Operophtera brumata","abundance","HMK028","kharouba",5,180,50
"34016",1987,152.688,"Operophtera brumata","abundance","HMK028","kharouba",6,180,50
"34017",1988,153.6916,"Operophtera brumata","abundance","HMK028","kharouba",7,180,50
"34018",1993,150.3609,"Operophtera brumata","abundance","HMK028","kharouba",12,180,50
"34019",1994,152.339,"Operophtera brumata","abundance","HMK028","kharouba",13,180,50
"34020",1995,145.3051,"Operophtera brumata","abundance","HMK028","kharouba",14,180,50
"34021",1996,163.3453,"Operophtera brumata","abundance","HMK028","kharouba",15,180,50
"34022",1997,142.348,"Operophtera brumata","abundance","HMK028","kharouba",16,180,50
"34023",1998,147.2886,"Operophtera brumata","abundance","HMK028","kharouba",17,180,50
"34024",1999,145.1934,"Operophtera brumata","abundance","HMK028","kharouba",18,180,50
"34025",2000,146.3201,"Operophtera brumata","abundance","HMK028","kharouba",19,180,50
"34026",2001,153.3475,"Operophtera brumata","abundance","HMK028","kharouba",20,180,50
"34027",2002,143.2277,"Operophtera brumata","abundance","HMK028","kharouba",21,180,50
"34028",2003,142.2436,"Operophtera brumata","abundance","HMK028","kharouba",22,180,50
"34029",2004,147.3204,"Operophtera brumata","abundance","HMK028","kharouba",23,180,50
"34030",2005,147.3108,"Operophtera brumata","abundance","HMK028","kharouba",24,180,50
"34031",2006,150.277,"Operophtera brumata","abundance","HMK028","kharouba",25,180,50
"35240",1985,40.6349,"Parus ater","reproduction","HMK048","kharouba",4,219,51
"35245",1986,50.9524,"Parus ater","reproduction","HMK048","kharouba",5,219,51
"35246",1987,41.0317,"Parus ater","reproduction","HMK048","kharouba",6,219,51
"35247",1988,39.0476,"Parus ater","reproduction","HMK048","kharouba",7,219,51
"35208",1989,33.4921,"Parus ater","reproduction","HMK048","kharouba",8,219,51
"35212",1990,27.5397,"Parus ater","reproduction","HMK048","kharouba",9,219,51
"35211",1992,34.2857,"Parus ater","reproduction","HMK048","kharouba",11,219,51
"35223",1993,31.5079,"Parus ater","reproduction","HMK048","kharouba",12,219,51
"35224",1994,38.254,"Parus ater","reproduction","HMK048","kharouba",13,219,51
"35225",1995,39.0476,"Parus ater","reproduction","HMK048","kharouba",14,219,51
"35226",1996,44.2063,"Parus ater","reproduction","HMK048","kharouba",15,219,51
"35213",1997,30.7143,"Parus ater","reproduction","HMK048","kharouba",16,219,51
"35228",1998,33.8889,"Parus ater","reproduction","HMK048","kharouba",17,219,51
"35216",1999,34.6825,"Parus ater","reproduction","HMK048","kharouba",18,219,51
"35217",2000,27.5397,"Parus ater","reproduction","HMK048","kharouba",19,219,51
"35218",2001,41.8254,"Parus ater","reproduction","HMK048","kharouba",20,219,51
"35219",2002,33.4921,"Parus ater","reproduction","HMK048","kharouba",21,219,51
"35220",2003,35.0794,"Parus ater","reproduction","HMK048","kharouba",22,219,51
"35221",2004,35.4762,"Parus ater","reproduction","HMK048","kharouba",23,219,51
"35222",2005,31.9048,"Parus ater","reproduction","HMK048","kharouba",24,219,51
"34712",1980,119.318,"Parus caeruleus","reproduction","HMK038","kharouba",0,198,52
"34700",1981,110,"Parus caeruleus","reproduction","HMK038","kharouba",0,198,52
"34701",1982,122.273,"Parus caeruleus","reproduction","HMK038","kharouba",1,198,52
"34702",1983,117.045,"Parus caeruleus","reproduction","HMK038","kharouba",2,198,52
